;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
1481;FojtÌk Vlastislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1482;Pil·t Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1483;»ern˝ Milan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1484;MaleÚ·k V·clav;SPR-RS»;SD»R;1996;0;1;0;0;0;0;1;1
1485;MrnuötÌkov· Ji¯ina;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1486;ZboûÌnek Jaroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1487;Schuska Jaroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1488;VonöÌkov· Marcela;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1489;Ther Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1490;ä·lek Miroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1491;Pinkas Ivo;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1492;Binar Stanislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1493;Kadlec ZdenÏk;LB;OK-PK;1996;0;1;1;0;1;0;0;1
1494;éiöka AntonÌn;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1495;KvÏtoÚ Svatopluk;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1496;Maröa Igor;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1497;H·la Pavel;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1498;Dresler Rudolf;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1499;»ernock˝ Milan;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1500;Kukla LubomÌr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1501;Havel Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1502;Sk¯iv·nek Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1503;Kavan Petr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1504;Ruprecht Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1505;Zeman Ji¯Ì;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1506;Lakom˝ Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1507;Lavick˝ VladimÌr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1508;éelonka Roman;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1509;PadÏrov· R˘ûena;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1510;Fo¯t Jan;CAO;»SNS;1996;0;1;1;0;1;0;0;1
1511;Vlas·k Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0
1512;Strmiska Tom·ö;CAO;CAO;1996;1;0;1;0;0;0;0;0
1513;Kadlec Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0
1514;éeûula Milan;CAO;CAO;1996;1;0;1;0;0;0;0;0
1515;Tesa¯ Aleö;CAO;CAO;1996;1;0;1;0;0;0;0;0
1516;Hanzal Rudolf;CAO;CAO;1996;1;0;1;0;0;0;0;0
1517;Perman VladimÌr;CAO;CAO;1996;1;0;1;0;0;0;0;0
1518;Talaö Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0
1519;Fiöer AntonÌn;CAO;CAO;1996;1;0;1;0;0;0;0;0
1520;Laubr Frantiöek;CAO;CAO;1996;1;0;1;0;0;0;0;0
1521;JarolÌmek Otto;CAO;»SNS;1996;0;1;1;0;1;0;0;1
1522;Mor·vek JaromÌr;CAO;US;1996;0;1;1;1;0;0;0;1
1523;Gruber Pavel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
1524;FronËek Dalibor;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
1525;BoËkov· Marta;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
1526;Dutko Petr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
1527;Navarov· SvÏtlana;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1528;äpirhanzl Petr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1529;äpanbauer Frantiöek;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1530;Laöt˘vka VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1531;ätÏpov· Vlasta;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1532;JedliËka Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1533;Skot·k LudÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1534;Mach·Ëek AntonÌn;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
1535;Kauck˝ Ji¯Ì;ODS;ODS;1996;1;0;0;0;0;0;0;0
1536;Popelov· Ivana;ODS;ODS;1996;1;0;0;0;0;0;0;0
1537;Pleva Petr;ODS;ODS;1996;1;0;0;0;0;0;0;0
1538;Matyskov· VÏra;ODS;ODS;1996;1;0;0;0;0;0;0;0
1539;Klaus V·clav;ODS;ODS;1996;1;0;0;0;0;0;0;0
1540;Douöov· VÏra;NEZ;NEZ;1996;1;0;0;0;0;0;0;0
1541;Sl·dkov· Dana;NEZ;NEZ;1996;1;0;0;0;0;0;0;0
1542;Pajtl Ivan;NEZ;NEZ;1996;1;0;0;0;0;0;0;0
1543;CimbalnÌk VladimÌr;MNS-HSS;MoDS;1996;0;1;1;0;1;0;0;1
1544;Slov·k Boris;MNS-HSS;MoDS;1996;0;1;1;0;1;0;0;1
1545;Vamberov· Daniela;DEU;DEU;1996;1;0;1;0;0;0;0;0
1546;BlahnÌk Petr;DEU;DEU;1996;1;0;1;0;0;0;0;0
1547;Jebousek Josef;DEU;DEU;1996;1;0;1;0;0;0;0;0
1548;ÿeh·kov· Jarmila;DEU;DEU;1996;1;0;1;0;0;0;0;0
1549;ätÏp·nek Ladislav;DEU;DEU;1996;1;0;1;0;0;0;0;0
1550;Fajnor Jaroslav;DEU;DEU;1996;1;0;1;0;0;0;0;0
1551;Blaûek Jan;DEU;DEU;1996;1;0;1;0;0;0;0;0
1552;Ivan Miroslav;DEU;DEU;1996;1;0;1;0;0;0;0;0
1553;Szennai Tom·ö;ODA;ODA;1996;1;0;0;0;0;0;0;0
1554;Ruml VladimÌr;ODA;ODA;1996;1;0;0;0;0;0;0;0
1555;Stelzer Pavel;ODA;ODA;1996;1;0;0;0;0;0;0;0
1556;Pechr Bohumil;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1557;Liöka Otakar;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1558;K¯Ìûek Jan;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1559;Houdek Ji¯Ì;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1560;FuËÌk V·clav;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1561;Sedl·k Tom·ö;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1562;Jurkov· Pavla;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0
1563;Plecit˝ Frantiöek;DéJ;DéJ;1996;1;0;1;0;0;0;0;0
1564;J·Ë Jaroslav;DéJ;DéJ;1996;1;0;1;0;0;0;0;0
1565;Gajdoö Stanislav;DéJ;DéJ;1996;1;0;1;0;0;0;0;0
1566;Filouö Ivo;»MUS;MoDS;1996;0;1;1;0;1;0;0;1
1567;Berka Petr;»MUS;MoDS;1996;0;1;1;0;1;0;0;1
1568;Hoffman Frantiöek;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1569;éeûulkov· VÏra;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1570;äebek Pavel;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1571;Nov·Ëek Ladislav RS;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1572;éec Imrich;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1573;Strnadov· Jana;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1574;Hrubeö Frantiöek;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1575;KvÌdera Alexandr;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1576;Hud·kov· Miloslava;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1577;»apsk˝ Jaroslav RS;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1578;Dokl·dal VladimÌr;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1579;Lev·k Leopold;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1580;Zezulkov· Emilie;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1581;Kruöina Jaroslav;KS»M;KS»M;1996;1;0;0;0;0;0;0;0
1582;Lampert Horst;SZ;SZ;1996;1;0;1;0;0;0;0;0
1583;M¸ller Martin;SZ;SZ;1996;1;0;1;0;0;0;0;0
1584;Gazda Luk·ö;SZ;SZ;1996;1;0;1;0;0;0;0;0
1585;Sendek Bohumil;SZ;SZ;1996;1;0;1;0;0;0;0;0
1586;Albert Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1587;Fencl Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1588;Semer·d Norbert;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1589;Smetana Martin;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1590;Machulda Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1591;Kort·nov· Ilona;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1592;Sedl·Ëek Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1593;Valenta Josef;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1594;Chrudimsk˝ Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1595;Rajsiglov· Laura;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1596;Loukota Milan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0
1597;Zbo¯il AntonÌn;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1598;äanca ZdenÏk;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1
1599;Svoboda Cyril;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1600;Orel Jaroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1601;ChodÏra Old¯ich;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1602;Kloud Karel;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1603;SlavÌËek V·clav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1604;Parkanov· Vlasta;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1605;Vondr·ökov· Marie;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1606;V·cha Frantiöek;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1607;Kr·lÌk Ji¯Ì;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1608;TalÌ¯ JaromÌr;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1609;Kalousek Miroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1610;Vlas·k Miroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1611;MalÌk Stanislav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1612;TalÌ¯ov· ätÏp·nka;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1613;Lobkowicz Jaroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1614;BÌlek Miloö;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1615;Volf Miroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1616;BoËek Pavel;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1617;PiötÏkov· Dagmar;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1618;Veselka Ji¯Ì;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1619;Chaloupek Tom·ö;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1620;Henke B¯enÏk;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1621;V˝born˝ Miloslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1622;Severa Pavel;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1623;M·lek Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1624;Nosek V·clav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1625;Semer·k Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1626;Kasal Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1627;Karas Ji¯Ì;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1628;äustr Ladislav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1629;äojdrov· Michaela;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1630;Ambrozek Libor;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1631;Gr˘za Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1632;äkopÌk Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1633;Navr·til Augustin;KDU-»SL;PB;1998;0;1;0;0;0;0;1;0
1634;Gabriel Petr;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1635;PlÌöek Martin;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1636;Hovorka LudvÌk;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1637;Adamec Frantiöek;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1638;StudenÌk Pavel;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1639;Kor·b Jan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1640;Chal·nek Tom·ö;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1641;Guûi ZdenÏk;KDU-»SL;SéJ;1998;0;1;0;0;0;0;1;0
1642;Zouhar Ladislav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1643;Hol·Ú VilÈm;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1644;Kvapil Tom·ö;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1645;Kop¯iva Jaroslav;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1646;Folt˝n Ivan;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1647;Carbol Ji¯Ì;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1648;VÌcha Josef;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1649;Prusek Josef;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1650;Novotn· Milena;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1651;Luköa Pavol;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1652;Janek Alois;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1653;KudÏlka Josef;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1654;Stavinoha Karel;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1655;Vondr·Ëek Petr;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1656;HluchnÌk VilÈm;KDU-»SL;KDU-»SL;1998;1;0;0;0;0;0;0;0
1657;äorejs Miloslav;NEZ;»SNS;1998;0;1;1;0;1;0;0;0
1658;Luk·Ë Ji¯Ì;NEZ;SNK;1998;0;1;1;0;1;0;0;1
1659;D¸tsch Petr;NEZ;»SSD;1998;0;1;1;1;0;0;0;0
1660;Sobota Jan;NEZ;»SNS;1998;0;1;1;0;1;0;0;0
1661;Sk·la Ji¯Ì;NEZ;»SNS;1998;0;1;1;0;1;0;0;0
1662;Pajtl Ivan;NEZ;»SNS;1998;0;1;1;0;1;0;0;0
1663;ätechr VladimÌr;NEZ;»SNS;1998;0;1;1;0;1;0;0;0
1664;Pr˘cha Miloslav;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1665;Fuka Jan;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1666;NedÏlka Miroslav;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1667;P˘lp·nov· Libuöe;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1668;Hub·Ëkov· NadÏûda;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1669;Doleûal Old¯ich;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1670;Langr Milan;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1671;Hor·k Ji¯Ì;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1672;Vavrouchov· Irena;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1673;Kafka V·clav;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1674;VaculÌk Miroslav;NEZ;SéJ;1998;0;1;1;0;1;0;0;0
1675;Klesnil Frantiöek;NEZ;CZ;1998;0;1;1;0;1;0;0;1
1676;Szyrok· KvÏtuöe;NEZ;SNK;1998;0;1;1;0;1;0;0;1
1677;MalËÌk Jan;NEZ;SNK;1998;0;1;1;0;1;0;0;1
1678;Tom·nek Ji¯Ì;DEU;CZ;1998;0;1;1;0;1;0;0;1
1679;Kudl·Ëkov· Eva;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1680;VyskoËil Ivan;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1681;HrabÏ V·clav;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1682;MydlarËÌk SvatomÌr;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1683;Skotnica VladimÌr;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1684;äkapÌk Pavel;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1685;Luk·ö Old¯ich;DEU;SZ;1998;0;1;1;0;1;0;0;0
1686;J‰ger Josef;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1687;äam·nek Radko;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1688;Sedl·k Jaroslav;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1689;Kopeck˝ Miloö;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1690;JanË·lek Petr;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1691;Heglas Jan;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1692;Ors·g Frantiöek;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1693;Pulchart Miroslav;DEU;US-DEU;1998;0;1;1;1;0;0;0;1
1694;KladÌvko Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0
1695;Payne Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1696;Rozehnal Aleö;ODS;ODS;1998;1;0;0;0;0;0;0;0
1697;Kocourek Martin;ODS;ODS;1998;1;0;0;0;0;0;0;0
1698;Kr·tk˝ Libor;ODS;ODS;1998;1;0;0;0;0;0;0;0
1699;Talmanov· Lucie;ODS;ODS;1998;1;0;0;0;0;0;0;0
1700;Doleûal VladimÌr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1701;Koh·Ëek Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1702;Zahradil Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1703;KrejËÌ Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1704;Laud·t Frantiöek;ODS;ODS;1998;1;0;0;0;0;0;0;0
1705;äorfov· Marta;ODS;ODS;1998;1;0;0;0;0;0;0;0
1706;K·dner Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0
1707;Tlust˝ Vlastimil;ODS;ODS;1998;1;0;0;0;0;0;0;0
1708;Klas Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1709;VidÌm Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1710;Cabrnoch Milan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1711;TeplÌk Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0
1712;Dund·Ëkov· Eva;ODS;ODS;1998;1;0;0;0;0;0;0;0
1713;Fajmon Hynek;ODS;ODS;1998;1;0;0;0;0;0;0;0
1714;Kolsk˝ Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1715;Rohel Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1716;Janeba Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1717;Beneö Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1718;ZajÌËek Tom;ODS;ODS;1998;1;0;0;0;0;0;0;0
1719;ZvÏ¯ina Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1720;Doktor Michal;ODS;ODS;1998;1;0;0;0;0;0;0;0
1721;VystrËilov· Zuzana;ODS;ODS;1998;1;0;0;0;0;0;0;0
1722;Karlovsk· D·öa;ODS;ODS;1998;1;0;0;0;0;0;0;0
1723;Bouöka Ladislav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1724;Papeû Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1725;Lang Pavel;ODS;ODS;1998;1;0;0;0;0;0;0;0
1726;Brousek V·clav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1727;BÌl˝ Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1728;VilÌmec Vladislav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1729;Wollerov· Jaroslava;ODS;ODS;1998;1;0;0;0;0;0;0;0
1730;Alexyov· Jana;ODS;ODS;1998;1;0;0;0;0;0;0;0
1731;KalËÌkov· Olga;ODS;ODS;1998;1;0;0;0;0;0;0;0
1732;Zach LubomÌr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1733;Toman Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1734;Vrzal Ivan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1735;Zuna Milan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1736;VojÌ¯ Old¯ich;ODS;ODS;1998;1;0;0;0;0;0;0;0
1737;Jeûek Libor;ODS;ODS;1998;1;0;0;0;0;0;0;0
1738;Ouzk˝ Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1739;Kott Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1740;P·tek Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1741;Z·horsk˝ VladimÌr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1742;HornÌkov· ZdeÚka;ODS;ODS;1998;1;0;0;0;0;0;0;0
1743;N·jemnÌk V·clav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1744;NedvÏdov· Veronika;ODS;ODS;1998;1;0;0;0;0;0;0;0
1745;Hanuö V·clav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1746;P·ralov· Alena;ODS;ODS;1998;1;0;0;0;0;0;0;0
1747;KuËera Miloslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1748;Jeûek Josef;ODS;ODS;1998;1;0;0;0;0;0;0;0
1749;PatoËka Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1750;Tymel Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1751;Karm·ökov· Lidmila;ODS;ODS;1998;1;0;0;0;0;0;0;0
1752;Kochan Jozef;ODS;ODS;1998;1;0;0;0;0;0;0;0
1753;Plach˝ Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1754;Peö·n Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1755;Pleva Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1756;Bartoö Walter;ODS;ODS;1998;1;0;0;0;0;0;0;0
1757;Such·nek Pavel;ODS;ODS;1998;1;0;0;0;0;0;0;0
1758;V·vra Eduard;ODS;ODS;1998;1;0;0;0;0;0;0;0
1759;Hort Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1760;Z·ruba Bohuslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1761;äkottov· Nina;ODS;ODS;1998;1;0;0;0;0;0;0;0
1762;MolÌn Josef;ODS;SNK;1998;0;1;0;0;0;0;1;1
1763;Nepe¯en· Dagmar;ODS;ODS;1998;1;0;0;0;0;0;0;0
1764;äeich David;ODS;ODS;1998;1;0;0;0;0;0;0;0
1765;Rohovsk˝ Ivo;ODS;ODS;1998;1;0;0;0;0;0;0;0
1766;äimËÌk Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1767;Uchytil Vlastimil;ODS;ODS;1998;1;0;0;0;0;0;0;0
1768;ZvonÌËkov· VÏra;ODS;ODS;1998;1;0;0;0;0;0;0;0
1769;NÏmec Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1770;Vesel˝ Vladislav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1771;äim˘nek LubomÌr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1772;PoledÚ·k Igor;ODS;ODS;1998;1;0;0;0;0;0;0;0
1773;Langer Ivan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1774;NeËas Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1775;Seho¯ Karel;ODS;ODS;1998;1;0;0;0;0;0;0;0
1776;Chytka Radim;ODS;ODS;1998;1;0;0;0;0;0;0;0
1777;Dost·lov· Kate¯ina;ODS;ODS;1998;1;0;0;0;0;0;0;0
1778;Benda Marek;ODS;ODS;1998;1;0;0;0;0;0;0;0
1779;HrnËÌ¯ Pavel;ODS;ODS;1998;1;0;0;0;0;0;0;0
1780;ävrËek ZdenÏk;ODS;ODS;1998;1;0;0;0;0;0;0;0
1781;Brabec Michal;ODS;ODS;1998;1;0;0;0;0;0;0;0
1782;Proch·zka Bohumil;ODS;ODS;1998;1;0;0;0;0;0;0;0
1783;VanÌËkov· Jana;ODS;ODS;1998;1;0;0;0;0;0;0;0
1784;HrdliËkov· Michaela;ODS;ODS;1998;1;0;0;0;0;0;0;0
1785;Krill Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1786;SobotÌk Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0
1787;Vanûura Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0
1788;Star˝ Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0
1789;VanÏk Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0
1790;Holba Pavel;OK-PK;ODA;1998;0;1;1;0;1;0;0;0
1791;Wagner Jozef;OK-PK;SéJ;1998;0;1;1;0;1;0;0;0
1792;V·penka Miroslav;OK-PK;H.A.;1998;0;1;1;0;1;0;0;1
1793;Kvasn˝ Ji¯Ì;OK-PK;PB;1998;0;1;1;0;1;0;0;0
1794;Kuchler Kamil;OK-PK;SéJ;1998;0;1;1;0;1;0;0;0
