districtNumber;districtName;orderList;name;age;votes;nomParty
35;Severoèeskı;14;Kotek Václav;56;834;OH
35;Severoèeskı;15;Socha Jiøí;54;842;OH
35;Severoèeskı;16;Svobodová Jana;51;1 193;OH
35;Severoèeskı;17;Šmídová Marie;49;1 428;OH
35;Severoèeskı;18;Hoøeòovskı Miroslav;52;759;OH
35;Severoèeskı;19;Èervenı Jiøí;51;1 114;OH
36;Vıchodoèeskı;1;Bojar Martin;45;6 210;OH
36;Vıchodoèeskı;2;Noièka Václav;41;2 325;OH
36;Vıchodoèeskı;3;Nuckolls Petr;39;2 911;OH
36;Vıchodoèeskı;4;Musílek Jiøí;42;2 457;OH
36;Vıchodoèeskı;5;Urban František;54;1 295;OH
36;Vıchodoèeskı;6;Pittner Josef;54;958;OH
36;Vıchodoèeskı;7;Danielová Miroslava;51;1 752;OH
36;Vıchodoèeskı;8;Lang Václav;52;314;OH
36;Vıchodoèeskı;9;Benada Emil;61;907;OH
36;Vıchodoèeskı;10;Borùvka Josef;52;1 027;OH
36;Vıchodoèeskı;11;Pellar Pavel;49;1 265;OH
36;Vıchodoèeskı;12;Novák František;48;810;OH
36;Vıchodoèeskı;13;Vondráèek Miloslav;29;1 297;OH
36;Vıchodoèeskı;14;Chrást Miroslav;49;504;OH
36;Vıchodoèeskı;15;Kuèera Miroslav;59;657;OH
36;Vıchodoèeskı;16;Pilnı Jaroslav;60;960;OH
36;Vıchodoèeskı;17;Köhler Vladimír;54;276;OH
36;Vıchodoèeskı;18;Kodejšová Václava;57;983;OH
36;Vıchodoèeskı;19;Kunetka Ivan;31;1 409;OH
37;Jihomoravskı;1;Müller Jiøí;48;4 083;OH
37;Jihomoravskı;2;Zajíèek Stanislav;30;2 406;OH
37;Jihomoravskı;3;Kozánek Petr;43;1 989;OH
37;Jihomoravskı;4;Holomek Karel;55;1 298;OH
37;Jihomoravskı;5;Janáèek Miloš;37;969;OH
37;Jihomoravskı;6;Štìrba Miloslav;45;1 759;OH
37;Jihomoravskı;7;Svobodová Eva;41;831;OH
37;Jihomoravskı;8;Neèas Josef;39;725;OH
37;Jihomoravskı;9;Straka Miloslav;42;729;OH
37;Jihomoravskı;10;Bílek František;51;459;OH
37;Jihomoravskı;11;Vojtášek Josef;47;276;OH
37;Jihomoravskı;12;Pokornı Ivan;49;813;OH
37;Jihomoravskı;13;Holcner Petr;30;889;OH
37;Jihomoravskı;14;Šupka Ladislav;51;1 738;OH
37;Jihomoravskı;15;Knedlová Sylva;58;672;OH
37;Jihomoravskı;16;Kroupa Petr;39;679;OH
37;Jihomoravskı;17;Ševèík Petr;25;1 256;OH
37;Jihomoravskı;18;Èernı Slavomír;36;412;OH
37;Jihomoravskı;19;Chalupa Radek;33;359;OH
37;Jihomoravskı;20;Peòázová Elena;27;678;OH
37;Jihomoravskı;21;Døevikovskı Václav;49;188;OH
37;Jihomoravskı;22;Zlatuška Jiøí;34;1 056;OH
37;Jihomoravskı;23;Lukášová Marie;46;303;OH
37;Jihomoravskı;24;Trnka František;58;794;OH
37;Jihomoravskı;25;Barša Pavel;32;552;OH
37;Jihomoravskı;26;Sobotková Dana;38;479;OH
37;Jihomoravskı;27;Holanová Marta;40;1 918;OH
37;Jihomoravskı;28;Pavlík Ivo;46;233;OH
37;Jihomoravskı;29;Šabata Jan;39;633;OH
37;Jihomoravskı;30;Juøena Jiøí;69;152;OH
37;Jihomoravskı;31;Èechová Jiøina;55;454;OH
37;Jihomoravskı;32;Kunc Radovan;42;1 196;OH
38;Severomoravskı;1;Vrba Jan;55;8 531;OH
38;Severomoravskı;2;Valtr Vlastislav;54;3 194;OH
38;Severomoravskı;4;Siuda Antonín;50;3 060;OH
38;Severomoravskı;5;Sıkora Milan;58;2 458;OH
38;Severomoravskı;6;Vorlová Milada;54;942;OH
38;Severomoravskı;7;Jedlièka Alois;49;1 853;OH
38;Severomoravskı;8;Jelínek Jan;55;1 910;OH
38;Severomoravskı;9;Hornišer Ivan;53;2 175;OH
38;Severomoravskı;10;Jurok Jiøí;39;1 589;OH
38;Severomoravskı;11;Sazima Emanuel;53;406;OH
38;Severomoravskı;12;Poisl Milan;35;1 041;OH
38;Severomoravskı;13;Beil Zdenìk;38;781;OH
38;Severomoravskı;14;Nedbalová Vanda;55;1 056;OH
38;Severomoravskı;15;Šafáø František;45;327;OH
38;Severomoravskı;17;Poláková Zdeòka;41;1 340;OH
38;Severomoravskı;18;Svozil Miloslav;51;877;OH
38;Severomoravskı;19;Kaštilová Jana;51;848;OH
38;Severomoravskı;20;Chytilová Miloslava;40;875;OH
38;Severomoravskı;21;Matìjù Miloslav;34;411;OH
38;Severomoravskı;22;Perutka Ladislav;35;1 215;OH
38;Severomoravskı;23;Vinkler Milan;39;482;OH
38;Severomoravskı;24;Pirek Jan;68;1 424;OH
38;Severomoravskı;25;Vobecká Zuzana;36;699;OH
38;Severomoravskı;26;Zaorálek Lubomír;35;2 071;OH
31;Hl.m.Praha;1;Remsa Miloslav;43;2 024;SPR-RSÈ
31;Hl.m.Praha;2;Macek Josef;43;2 918;SPR-RSÈ
31;Hl.m.Praha;3;íala Václav;39;1 682;SPR-RSÈ
31;Hl.m.Praha;4;Fiala Radim;24;1 899;SPR-RSÈ
31;Hl.m.Praha;5;Panská Jaroslava;29;825;SPR-RSÈ
31;Hl.m.Praha;6;Zajíèek Michal;25;1 005;SPR-RSÈ
31;Hl.m.Praha;7;Flieger Pavel;36;902;SPR-RSÈ
31;Hl.m.Praha;8;Krampera Zdenìk;40;619;SPR-RSÈ
31;Hl.m.Praha;9;Dítì Pavel;42;721;SPR-RSÈ
31;Hl.m.Praha;10;Vik Jan;40;1 617;SPR-RSÈ
31;Hl.m.Praha;11;Temr Tomáš;26;791;SPR-RSÈ
31;Hl.m.Praha;12;Krupièka Karel;48;735;SPR-RSÈ
31;Hl.m.Praha;13;Novák Jaroslav;44;623;SPR-RSÈ
32;Støedoèeskı;1;Šoler Jiøí;45;4 830;SPR-RSÈ
32;Støedoèeskı;2;Kalab Bøetislav;49;4 025;SPR-RSÈ
32;Støedoèeskı;4;Vlèek Zdenìk;30;3 385;SPR-RSÈ
32;Støedoèeskı;5;Kùrka Josef;27;2 848;SPR-RSÈ
32;Støedoèeskı;6;Ciplová Marcela;51;1 994;SPR-RSÈ
32;Støedoèeskı;7;Øezníèek František;63;943;SPR-RSÈ
32;Støedoèeskı;8;Lener Václav;50;786;SPR-RSÈ
32;Støedoèeskı;9;Štìtina Jiøí;48;2 262;SPR-RSÈ
32;Støedoèeskı;10;Starec Stanislav;39;3 150;SPR-RSÈ
32;Støedoèeskı;11;Libich Václav;45;2 221;SPR-RSÈ
32;Støedoèeskı;12;Peøina Milan;37;2 769;SPR-RSÈ
33;Jihoèeskı;1;Novák Jaroslav;57;4 167;SPR-RSÈ
33;Jihoèeskı;2;Valach Vítìzslav;34;3 075;SPR-RSÈ
33;Jihoèeskı;3;Nìmec František;43;1 973;SPR-RSÈ
33;Jihoèeskı;4;Nastoupil Vladimír;59;2 364;SPR-RSÈ
33;Jihoèeskı;5;Danóczy Marian;23;1 145;SPR-RSÈ
33;Jihoèeskı;6;Mucková Alena;36;2 186;SPR-RSÈ
33;Jihoèeskı;7;Vít Pavel;26;2 212;SPR-RSÈ
33;Jihoèeskı;8;Herold Milan;46;2 222;SPR-RSÈ
33;Jihoèeskı;9;Stoklasa Vítìzslav;44;2 342;SPR-RSÈ
34;Západoèeskı;1;Kuba Bohuslav;40;2 827;SPR-RSÈ
34;Západoèeskı;2;Hájek Antonín;44;2 533;SPR-RSÈ
34;Západoèeskı;3;Tuleškov Ogòan;57;3 215;SPR-RSÈ
34;Západoèeskı;4;Ilavskı Josef;35;2 191;SPR-RSÈ
34;Západoèeskı;5;Dohnalová Martina;22;1 509;SPR-RSÈ
34;Západoèeskı;6;Novı Jan;39;3 589;SPR-RSÈ
34;Západoèeskı;7;Soušková Irena;46;1 179;SPR-RSÈ
34;Západoèeskı;8;Paško František;49;1 011;SPR-RSÈ
34;Západoèeskı;9;Fürst Václav;57;3 542;SPR-RSÈ
34;Západoèeskı;10;Mildorf Radek;23;3 000;SPR-RSÈ
34;Západoèeskı;11;Zelenay Viliam;43;1 434;SPR-RSÈ
35;Severoèeskı;1;Vik Jan;23;10 394;SPR-RSÈ
35;Severoèeskı;2;Matoušková Eva;41;8 863;SPR-RSÈ
35;Severoèeskı;3;Zmek Pavel;68;4 118;SPR-RSÈ
35;Severoèeskı;4;Vtelenskı Karel;45;5 252;SPR-RSÈ
35;Severoèeskı;5;Karlíèková Marta;42;8 647;SPR-RSÈ
35;Severoèeskı;6;Klùs Zdenìk;40;2 632;SPR-RSÈ
35;Severoèeskı;7;Boèek František;49;6 611;SPR-RSÈ
35;Severoèeskı;8;Fiala Josef;43;3 705;SPR-RSÈ
35;Severoèeskı;9;Štìrba Pavel;50;7 331;SPR-RSÈ
35;Severoèeskı;10;Bartoš Marcel;22;3 851;SPR-RSÈ
35;Severoèeskı;11;Šimáèek Martin;23;4 611;SPR-RSÈ
35;Severoèeskı;12;Soukup Zdenìk;38;5 368;SPR-RSÈ
36;Vıchodoèeskı;1;Jarkovská Vìra;42;3 207;SPR-RSÈ
36;Vıchodoèeskı;2;Valenta Josef;41;2 910;SPR-RSÈ
36;Vıchodoèeskı;3;Unger Jaroslav;33;3 262;SPR-RSÈ
36;Vıchodoèeskı;4;Huráò Petr;32;3 413;SPR-RSÈ
36;Vıchodoèeskı;5;Vojkuvka Jiøí;39;2 306;SPR-RSÈ
36;Vıchodoèeskı;6;ïárskı Jaroslav;44;1 847;SPR-RSÈ
36;Vıchodoèeskı;7;Jarkovskı Václav;47;1 584;SPR-RSÈ
36;Vıchodoèeskı;8;Drahoš Miroslav;34;1 903;SPR-RSÈ
36;Vıchodoèeskı;9;Jiøíèek Vladimír;46;2 296;SPR-RSÈ
37;Jihomoravskı;1;Kulièka Pavel;34;8 726;SPR-RSÈ
37;Jihomoravskı;2;Loukota Milan;32;6 479;SPR-RSÈ
37;Jihomoravskı;3;Vrcha Oldøich;49;4 779;SPR-RSÈ
37;Jihomoravskı;4;Jedlièka Jiøí;33;5 036;SPR-RSÈ
37;Jihomoravskı;5;Hübner Zdenìk;50;4 532;SPR-RSÈ
37;Jihomoravskı;6;Koøínková Jarmila;42;7 929;SPR-RSÈ
37;Jihomoravskı;7;Pešek Milan;27;2 946;SPR-RSÈ
37;Jihomoravskı;8;Maryška Vít;23;5 005;SPR-RSÈ
37;Jihomoravskı;9;Stuchlík Josef;37;5 370;SPR-RSÈ
38;Severomoravskı;1;Kašpárek Miroslav;52;10 432;SPR-RSÈ
38;Severomoravskı;2;Nedorost Ladislav;28;8 833;SPR-RSÈ
38;Severomoravskı;3;Bureš Miloslav;43;6 715;SPR-RSÈ
38;Severomoravskı;4;Hlavica Dušan;58;3 144;SPR-RSÈ
38;Severomoravskı;5;Talášek František;57;4 965;SPR-RSÈ
38;Severomoravskı;6;Putnokyová Miroslava;31;4 395;SPR-RSÈ
38;Severomoravskı;7;Dubeckı Zdenìk;28;7 071;SPR-RSÈ
38;Severomoravskı;8;Martinek Miloš;42;4 006;SPR-RSÈ
38;Severomoravskı;9;Hebelka Bohumil;50;5 245;SPR-RSÈ
31;Hl.m.Praha;1;Èech František;49;6 615;KAN
31;Hl.m.Praha;2;Klimoviè Igor;32;2 555;KAN
31;Hl.m.Praha;3;Bìlohoubek Antonín;54;2 964;KAN
31;Hl.m.Praha;4;Kraus Pavel;56;717;KAN
31;Hl.m.Praha;5;Vamberová Daniela;51;899;KAN
31;Hl.m.Praha;7;Šach Jiøí;36;948;KAN
31;Hl.m.Praha;8;Vohradská Jarmila;52;661;KAN
31;Hl.m.Praha;9;Ganzwohl Vladimír;64;480;KAN
31;Hl.m.Praha;10;Prouza Albert;53;2 963;KAN
31;Hl.m.Praha;11;Šváb Pavel;56;510;KAN
31;Hl.m.Praha;12;Rybka Jan;44;2 023;KAN
31;Hl.m.Praha;13;Skopec Jan;54;330;KAN
31;Hl.m.Praha;14;Horkı Jiøí;50;470;KAN
31;Hl.m.Praha;15;Volek Antonín;51;341;KAN
31;Hl.m.Praha;16;Moravec Aleš;53;223;KAN
31;Hl.m.Praha;17;Buriánek Václav;36;713;KAN
31;Hl.m.Praha;18;Èumpelík Jiøí;47;312;KAN
31;Hl.m.Praha;19;Boudová Emilie;49;362;KAN
31;Hl.m.Praha;20;Bìlešová Marika;51;843;KAN
31;Hl.m.Praha;21;Èernı Miroslav;58;158;KAN
31;Hl.m.Praha;22;Procházka Jan;48;201;KAN
31;Hl.m.Praha;23;Hurda Pavel;46;204;KAN
31;Hl.m.Praha;24;Gargulák Zdenìk;61;272;KAN
31;Hl.m.Praha;25;Todorov Pavel;42;208;KAN
31;Hl.m.Praha;26;Špíka Pavel;44;60;KAN
31;Hl.m.Praha;27;Brázda Josef;62;10;KAN
31;Hl.m.Praha;28;Kulich Josef;38;13;KAN
31;Hl.m.Praha;29;Di Rosa Elena;49;21;KAN
31;Hl.m.Praha;31;Karafiát Jaroslav;64;44;KAN
31;Hl.m.Praha;32;Elznic Martin;43;14;KAN
31;Hl.m.Praha;33;Charvátová Olga;44;25;KAN
31;Hl.m.Praha;34;Materna Zdenìk;56;32;KAN
31;Hl.m.Praha;35;Polaneckı Aleš;33;42;KAN
32;Støedoèeskı;1;Pokorná Ivanka;45;1 402;KAN
32;Støedoèeskı;2;Placák Petr;28;1 330;KAN
32;Støedoèeskı;3;Bernard Daniel;35;742;KAN
32;Støedoèeskı;4;Franìk Jan;53;709;KAN
32;Støedoèeskı;5;Knoulich Jan;41;379;KAN
32;Støedoèeskı;6;Bret Pavel;43;1 317;KAN
32;Støedoèeskı;7;Fiala Miloš;45;465;KAN
32;Støedoèeskı;8;Tùmová Ilona;28;604;KAN
32;Støedoèeskı;9;Èerníková Vladimíra;41;368;KAN
32;Støedoèeskı;10;Viktora Zdenìk;54;358;KAN
32;Støedoèeskı;11;Pešková Jaroslava;42;177;KAN
32;Støedoèeskı;13;Tomek Michal;29;567;KAN
32;Støedoèeskı;14;Balcar Miroslav;41;260;KAN
32;Støedoèeskı;15;Jenšovská Libuše;30;171;KAN
32;Støedoèeskı;17;Košaø Roman;49;85;KAN
32;Støedoèeskı;19;Kny Richard;22;499;KAN
32;Støedoèeskı;20;Stejskal Dalbor;56;536;KAN
32;Støedoèeskı;21;Havlová Eva;47;184;KAN
32;Støedoèeskı;22;Èernı Marek;28;279;KAN
32;Støedoèeskı;23;Picka Václav;45;174;KAN
32;Støedoèeskı;24;Jánskı Petr;50;73;KAN
32;Støedoèeskı;25;Jeøábková Nora;41;419;KAN
32;Støedoèeskı;27;Dyršmíd Eduard;44;6;KAN
32;Støedoèeskı;28;Broková Jana;21;38;KAN
32;Støedoèeskı;29;Hoffman Jaroslav;50;10;KAN
32;Støedoèeskı;30;Weinfurterová Marie;36;12;KAN
33;Jihoèeskı;1;Tetter Miroslav;54;1 825;KAN
33;Jihoèeskı;2;Mánek Ivan;61;645;KAN
33;Jihoèeskı;3;Jandák Vítìzslav;45;3 812;KAN
33;Jihoèeskı;4;Douda Jan;40;977;KAN
33;Jihoèeskı;5;Vaòková Olga;47;591;KAN
33;Jihoèeskı;6;Havelka Jiøí;50;784;KAN
33;Jihoèeskı;7;Švandová Zdeòka;41;611;KAN
33;Jihoèeskı;8;Šindeláø Vladimír;43;863;KAN
33;Jihoèeskı;9;Rabas Michal;41;621;KAN
33;Jihoèeskı;10;Stanìk Josef;49;291;KAN
33;Jihoèeskı;11;Mikesková Irena;39;482;KAN
33;Jihoèeskı;12;Buble Pavel;36;694;KAN
33;Jihoèeskı;13;Hajná Jaroslava;51;349;KAN
33;Jihoèeskı;14;Vosol František;45;667;KAN
33;Jihoèeskı;15;Adamovská Dagmar;68;318;KAN
33;Jihoèeskı;16;Burda Otto;48;184;KAN
33;Jihoèeskı;17;Kuèera Jaroslav;50;577;KAN
33;Jihoèeskı;18;Král Dalibor;64;147;KAN
33;Jihoèeskı;20;Nováková Jarmila;55;263;KAN
34;Západoèeskı;1;Kulhánek Vladimír;53;1 267;KAN
34;Západoèeskı;2;Malík Jaroslav;56;1 264;KAN
34;Západoèeskı;3;Votípka Ludìk;37;1 267;KAN
34;Západoèeskı;4;Bílek Jiøí;52;573;KAN
34;Západoèeskı;5;Gubernátová Ludmila;48;751;KAN
34;Západoèeskı;6;Tausch Milan;25;1 266;KAN
34;Západoèeskı;7;Svobodová Stanislava;58;243;KAN
34;Západoèeskı;8;Cholínskı Otakar;52;231;KAN
34;Západoèeskı;9;Matìjka Miroslav;25;976;KAN
34;Západoèeskı;10;Hájek Jiøí;41;1 538;KAN
34;Západoèeskı;11;Toman Leopold;49;386;KAN
34;Západoèeskı;12;Kasíková Vìra;40;505;KAN
34;Západoèeskı;13;Bauer Josef;42;737;KAN
34;Západoèeskı;14;Èervenı Miloslav;64;256;KAN
34;Západoèeskı;15;Jeøábková Markéta;60;182;KAN
34;Západoèeskı;16;Kahovec Petr;30;593;KAN
34;Západoèeskı;17;Šaman Karel;39;1 339;KAN
34;Západoèeskı;18;Brousek Jan;30;689;KAN
34;Západoèeskı;19;Wittinger Eduard;41;468;KAN
34;Západoèeskı;20;Líkaøová Blanka;61;208;KAN
34;Západoèeskı;21;Brill Josef;40;279;KAN
34;Západoèeskı;22;Sláma Miroslav;64;227;KAN
34;Západoèeskı;23;Polcar František;35;612;KAN
34;Západoèeskı;24;Šiman Petr;43;660;KAN
34;Západoèeskı;25;Kuèera Jiøí;45;792;KAN
35;Severoèeskı;1;Øehoøek Miloš;62;1 221;KAN
35;Severoèeskı;2;Klaus Ondøej;44;963;KAN
35;Severoèeskı;3;Dejmek Emil;46;1 238;KAN
35;Severoèeskı;4;Hlavsová Marie;50;1 142;KAN
35;Severoèeskı;5;Holeèek Václav;44;1 198;KAN
35;Severoèeskı;6;Køíek Bohuslav;50;607;KAN
35;Severoèeskı;7;Baloun Jiøí;50;739;KAN
35;Severoèeskı;8;Rulc Vladimír;52;676;KAN
35;Severoèeskı;9;Jilich Petr;40;1 393;KAN
35;Severoèeskı;10;Patzelt Bohuslav;52;593;KAN
35;Severoèeskı;11;Kolafa Martin;36;1 390;KAN
35;Severoèeskı;12;Novı František;46;676;KAN
35;Severoèeskı;13;Vašíèek Zdenìk;49;640;KAN
35;Severoèeskı;14;Plachı František;72;190;KAN
35;Severoèeskı;15;Mareèek Pavel;32;914;KAN
35;Severoèeskı;16;Krausová Marie;43;513;KAN
35;Severoèeskı;17;Díl Jan;42;527;KAN
35;Severoèeskı;18;Budskı Josef;46;403;KAN
35;Severoèeskı;19;Zuna Jiøí;53;378;KAN
35;Severoèeskı;20;Nováková Hana;54;501;KAN
35;Severoèeskı;21;Malá Nataša;39;730;KAN
35;Severoèeskı;22;Horynová Eliška;46;205;KAN
35;Severoèeskı;23;Crkal Milan;61;168;KAN
35;Severoèeskı;24;Rind Ivan;52;262;KAN
35;Severoèeskı;25;Kubišta Pavel;51;899;KAN
35;Severoèeskı;26;Víšková Helena;46;42;KAN
35;Severoèeskı;27;Janda František;52;4;KAN
35;Severoèeskı;28;Køeèek Josef;42;7;KAN
35;Severoèeskı;29;Fencl Jiøí;38;13;KAN
35;Severoèeskı;30;Jakouš Rudolf;55;4;KAN
35;Severoèeskı;31;Havelka Jiøí;28;26;KAN
35;Severoèeskı;32;Fryml Rudolf;43;6;KAN
35;Severoèeskı;34;Øebíèek Miloš;49;8;KAN
35;Severoèeskı;35;Urbanová Marie;48;14;KAN
36;Vıchodoèeskı;1;Dvoøák Bohdan;43;5 514;KAN
36;Vıchodoèeskı;2;Kopøiva Jiøí;28;1 178;KAN
36;Vıchodoèeskı;3;Karel Bedøich;45;1 225;KAN
36;Vıchodoèeskı;4;Bláhová Marie;49;1 921;KAN
36;Vıchodoèeskı;5;Levı Pavel;59;1 099;KAN
36;Vıchodoèeskı;6;Bašta Oldøich;34;1 849;KAN
36;Vıchodoèeskı;7;Pøíkaskı Josef;44;997;KAN
36;Vıchodoèeskı;8;Gajdorus Miloslav;50;535;KAN
36;Vıchodoèeskı;9;Omasta Leoš;51;797;KAN
36;Vıchodoèeskı;10;Rezler Karel;45;669;KAN
36;Vıchodoèeskı;11;Kretschmer Adam;60;425;KAN
36;Vıchodoèeskı;12;Jiroušek Jan;56;378;KAN
36;Vıchodoèeskı;13;Hušek Dobromil;45;683;KAN
36;Vıchodoèeskı;14;Láznièka Vladimír;39;459;KAN
36;Vıchodoèeskı;15;Holı František;48;332;KAN
36;Vıchodoèeskı;17;Jirousek Petr;43;474;KAN
36;Vıchodoèeskı;19;Draan Tomáš;53;317;KAN
36;Vıchodoèeskı;20;Potùèek Jiøí;38;687;KAN
36;Vıchodoèeskı;21;Rainberg Alois;49;402;KAN
36;Vıchodoèeskı;22;Krejcarová Šárka;29;824;KAN
36;Vıchodoèeskı;23;Kynclová Alexandra;41;254;KAN
36;Vıchodoèeskı;24;Janošík Miroslav;36;409;KAN
36;Vıchodoèeskı;25;Zavøel Zdenìk;28;964;KAN
36;Vıchodoèeskı;26;Frynta Václav;30;20;KAN
36;Vıchodoèeskı;27;Zajíc Pavel;44;14;KAN
36;Vıchodoèeskı;28;Novák Ivo;50;12;KAN
36;Vıchodoèeskı;29;Klimeš Jaroslav;57;15;KAN
36;Vıchodoèeskı;30;Beránek Stanislav;53;26;KAN
36;Vıchodoèeskı;31;Šmíd Miloslav;33;45;KAN
36;Vıchodoèeskı;32;Podolník Jiøí;33;37;KAN
36;Vıchodoèeskı;33;Vanìk Ondøej;28;46;KAN
37;Jihomoravskı;1;Šíma Daniel;36;2 236;KAN
37;Jihomoravskı;2;Kanız Lubomír;59;735;KAN
37;Jihomoravskı;3;Dort Ivan;45;1 559;KAN
37;Jihomoravskı;4;Svobodová Vlasta;62;637;KAN
37;Jihomoravskı;5;Kuchtík Miloslav;35;1 068;KAN
37;Jihomoravskı;6;Chalupa Myslibor;58;685;KAN
37;Jihomoravskı;7;Surı Jaroslav;28;1 320;KAN
37;Jihomoravskı;8;Hošková Marie;45;1 074;KAN
37;Jihomoravskı;9;Puk Jaromír;48;778;KAN
37;Jihomoravskı;10;Puèálka Antonín;49;1 112;KAN
37;Jihomoravskı;11;Tehal Vladimír;59;501;KAN
37;Jihomoravskı;12;Juráková Eva;55;524;KAN
37;Jihomoravskı;14;Plichta Jiøí;50;579;KAN
37;Jihomoravskı;15;Šemora Zdenìk;58;116;KAN
37;Jihomoravskı;17;Kùta Václav;54;208;KAN
37;Jihomoravskı;18;Fialová Maria;46;270;KAN
37;Jihomoravskı;19;Kupová Eva;59;193;KAN
37;Jihomoravskı;20;Krèek Radoslav;69;176;KAN
37;Jihomoravskı;21;Rychlíková Pavla;52;128;KAN
37;Jihomoravskı;22;Herrenová Petra;48;310;KAN
37;Jihomoravskı;23;Lubojackı Jiøí;67;116;KAN
37;Jihomoravskı;24;Rùièka František;67;156;KAN
37;Jihomoravskı;25;Neèasová Eva;37;610;KAN
38;Severomoravskı;1;Mareš Karel;50;2 148;KAN
38;Severomoravskı;2;Moješèík Ladislav;49;1 375;KAN
38;Severomoravskı;3;Ruprecht Jiøí;51;1 516;KAN
38;Severomoravskı;4;Orság František;43;935;KAN
38;Severomoravskı;5;Matzenauer Martin;48;1 242;KAN
38;Severomoravskı;6;Volnı Jiøí;36;1 465;KAN
38;Severomoravskı;7;Kasperèík Karel;44;596;KAN
38;Severomoravskı;8;Franková Kvìtoslava;45;407;KAN
38;Severomoravskı;10;Donacziová Marie;56;194;KAN
38;Severomoravskı;11;Vrba Jan;39;986;KAN
38;Severomoravskı;12;Pavelka Jiøí;34;1 780;KAN
38;Severomoravskı;13;Nastálková Iva;36;760;KAN
38;Severomoravskı;14;Brlík Karel;49;802;KAN
38;Severomoravskı;15;Pøistal Jiøí;30;1 431;KAN
38;Severomoravskı;16;Zboøil Zdenìk;45;928;KAN
38;Severomoravskı;18;Sázel Rafael;54;648;KAN
38;Severomoravskı;19;Horák Jiøí;29;1 143;KAN
38;Severomoravskı;20;Bajgar Pavel;44;686;KAN
38;Severomoravskı;21;Malíø Otmar;69;255;KAN
38;Severomoravskı;22;Mikolájek Jiøí;30;794;KAN
38;Severomoravskı;23;Hanko Milan;63;176;KAN
38;Severomoravskı;24;Chodura Svatopluk;46;561;KAN
31;Hl.m.Praha;1;Èajkovská Helena;33;244;ROI
31;Hl.m.Praha;2;Hanzlík Petr;32;173;ROI
31;Hl.m.Praha;3;Bado Alois;31;239;ROI
31;Hl.m.Praha;4;Ladinová Lenka;39;276;ROI
32;Støedoèeskı;1;Drapák Stanislav;34;458;ROI
32;Støedoèeskı;2;Oraèko Ivan;31;529;ROI
32;Støedoèeskı;3;Kaleja Milan;32;528;ROI
32;Støedoèeskı;4;Rysová Irena;28;695;ROI
33;Jihoèeskı;1;Bartoš František;36;204;ROI
34;Západoèeskı;1;Makula Vojtìch;48;546;ROI
34;Západoèeskı;2;Guman Slavomír;27;522;ROI
35;Severoèeskı;1;Tulejová Marta;27;1 789;ROI
35;Severoèeskı;2;Horváth Drahomír;40;1 587;ROI
36;Vıchodoèeskı;1;Horváth Julius;42;609;ROI
36;Vıchodoèeskı;2;Grajcár Bohuslav;37;372;ROI
36;Vıchodoèeskı;3;Kárász Ernest;39;368;ROI
36;Vıchodoèeskı;4;Giòová Jaroslava;36;498;ROI
36;Vıchodoèeskı;5;Giòová Olga;45;422;ROI
37;Jihomoravskı;1;Zajda Rudolf;31;475;ROI
37;Jihomoravskı;2;Polák Josef;46;321;ROI
37;Jihomoravskı;3;Šándor Ondøej;39;363;ROI
38;Severomoravskı;1;Leško Jan;48;1 071;ROI
38;Severomoravskı;2;Gurgulová Jana;24;1 014;ROI
31;Hl.m.Praha;1;Stiborová Marie;42;13 346;LB (KSÈM)
31;Hl.m.Praha;2;Votava Vratislav;32;6 829;LB (KSÈM)
31;Hl.m.Praha;3;Exner Václav;49;6 349;LB (KSÈM)
31;Hl.m.Praha;4;Vorlíèek Zdenìk;51;6 258;LB (KSÈM)
31;Hl.m.Praha;5;Pape Václav;50;3 845;LB (KSÈM)
31;Hl.m.Praha;6;Mouèková Miroslava;38;4 714;LB (KSÈM)
31;Hl.m.Praha;7;Nekvasilová Vìra;36;2 924;LB (KSÈM)
31;Hl.m.Praha;8;Hrošová Mária;38;974;LB (KSÈM)
31;Hl.m.Praha;9;Jùn Jiøí;45;985;LB (KSÈM)
31;Hl.m.Praha;10;Heyrovskı Even;40;2 038;LB (KSÈM)
31;Hl.m.Praha;11;Vìrteláø Václav;63;2 314;LB (KSÈM)
31;Hl.m.Praha;12;Franzlová Olga;35;2 065;LB (KSÈM)
31;Hl.m.Praha;13;Zápotocká Alena;46;2 427;LB (KSÈM)
31;Hl.m.Praha;14;Franèík Josef;55;2 131;LB (KSÈM)
31;Hl.m.Praha;15;Dolejš Jiøí;31;751;LB (KSÈM)
31;Hl.m.Praha;16;ufan Jan;29;1 092;LB (KSÈM)
31;Hl.m.Praha;17;Èapka Cyril;43;796;LB (KSÈM)
31;Hl.m.Praha;18;Silber Radomír;31;657;LB (KSÈM)
31;Hl.m.Praha;19;Formánek Miloslav;61;1 182;LB (KSÈM)
31;Hl.m.Praha;20;Zelina Jiøí;42;676;LB (KSÈM)
31;Hl.m.Praha;21;Bayer Vojtìch;40;1 012;LB (KSÈM)
31;Hl.m.Praha;22;Joska Jiøí;43;2 464;LB (KSÈM)
31;Hl.m.Praha;23;Volf Pavel;46;1 359;LB (KSÈM)
31;Hl.m.Praha;24;Horkı Vladimír;38;1 801;LB (KSÈM)
31;Hl.m.Praha;25;Rudolf Bedøich;59;1 783;LB (KSÈM)
31;Hl.m.Praha;26;Malı Oldøich;33;135;LB (KSÈM)
