nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,membParty,name,minor
5,SMER,81,Peter,Režucha,PhDr.,58,riaditeľ,Blatné,SMER,Peter Režucha,0
5,SMER,82,Milan,Mojš,Ing.,45,technický riaditeľ,Likavka,SMER,Milan Mojš,0
5,SMER,83,Ján,Ferenčák,PhDr.,28,pedagóg,Kežmarok,SMER,Ján Ferenčák,0
5,SMER,84,Alena,Paulová,Ing.,36,manažérka,Bánovce nad Bebravou,SMER,Alena Paulová,0
5,SMER,85,Viera,Kučerová,JUDr.,46,právnička,Holíč,SMER,Viera Kučerová,0
5,SMER,86,Ján,Račák,,44,súkromný podnikateľ,Brezno,SMER,Ján Račák,0
5,SMER,87,Vlastimil,Samek,,48,súkromný podnikateľ,Topoľčany,SMER,Vlastimil Samek,0
5,SMER,88,Peter,Danovič,Ing.,43,ekonóm,Veľký Biel,SMER,Peter Danovič,0
5,SMER,89,Viera,Mazúrová,,41,súkromná podnikateľka,Oravská Lesná,SMER,Viera Mazúrová,0
5,SMER,90,Jozef,Andrejčák,,21,študent,Košice,SMER,Jozef Andrejčák,0
5,SMER,91,Juraj,Hamaj,Ing.,49,elektrotechnický inžinier,Dolné Srnie,SMER,Juraj Hamaj,0
5,SMER,92,Vladimír,Hromada,Ing.,50,technik,Červeník,SMER,Vladimír Hromada,0
5,SMER,93,Ján,Jech,prof. Ing. CSc.,63,vysokoškolský profesor,Nitra,SMER,Ján Jech,0
5,SMER,94,Marián,Lehner,Ing.,41,strojný inžinier,Komárno,SMER,Marián Lehner,0
5,SMER,95,Boris,Hradecký,Ing.,58,strojný inžinier,Bratislava,SMER,Boris Hradecký,0
5,SMER,96,Štefan,Mihál,Ing.,32,manažér,Dolný Kubín,SMER,Štefan Mihál,0
5,SMER,97,Jozef,Vrábeľ,Ing.,43,ekonóm,Košice,SMER,Jozef Vrábeľ,0
5,SMER,98,Jozef,Kancír,,55,zamestnanec verejnej správy,Uzovce,SMER,Jozef Kancír,0
5,SMER,99,Peter,Pacalaj,Mgr. Ing.,36,právnik,Trnava,SMER,Peter Pacalaj,0
5,SMER,100,Milan,Beľa,Mgr.,43,personálny riaditeľ,Detva,SMER,Milan Beľa,0
5,SMER,101,Helena,Bohátová,Ing.,41,stredoškolská profesorka,Nové Zámky,SMER,Helena Bohátová,0
5,SMER,102,Štefan,Zozuľák,JUDr.,52,právnik,Bratislava,SMER,Štefan Zozuľák,0
5,SMER,103,Vladimír,Macášek,Ing.,43,súkromný podnikateľ,Kysucké Nové Mesto,SMER,Vladimír Macášek,0
5,SMER,104,Ján,Mitterpák,RSDr.,60,manažér,Košice,SMER,Ján Mitterpák,0
5,SMER,105,Marcela,Fabianová,Mgr.,24,učiteľka,Stará Ľubovňa,SMER,Marcela Fabianová,0
5,SMER,106,Vladislav,Petráš,Ing.,38,súkromný podnikateľ,Myjava,SMER,Vladislav Petráš,0
5,SMER,107,Peter,Ličko,Ing.,50,technik,Krupina,SMER,Peter Ličko,0
5,SMER,108,Peter,Strýček,Ing.,40,technik,Nitra,SMER,Peter Strýček,0
5,SMER,109,Milan,Latta,JUDr.,54,právnik,Malinovo,SMER,Milan Latta,0
5,SMER,110,Jozef,Parec,Ing.,54,technik,Trstená,SMER,Jozef Parec,0
5,SMER,111,Peter,Basanda,MVDr.,40,zverolekár,Tibava,SMER,Peter Basanda,0
5,SMER,112,Ján,Šrenkel,Mgr.,35,súkromný podnikateľ,Snina,SMER,Ján Šrenkel,0
5,SMER,113,Dušan,Bublavý,,38,obchodný riaditeľ,Častkovce,SMER,Dušan Bublavý,0
5,SMER,114,Peter,Šedivý,,49,súkromný podnikateľ,Senica,SMER,Peter Šedivý,0
5,SMER,115,Ľubica,Juríková,Ing.,37,kontrolór,Nové Zámky,SMER,Ľubica Juríková,0
5,SMER,116,Milan,Magát,JUDr.,38,právnik,Bratislava,SMER,Milan Magát,0
5,SMER,117,Milan,Baláž,Ing.,40,výrobný riaditeľ,Bytča,SMER,Milan Baláž,0
5,SMER,118,Ján,Klein,Mgr.,53,právnik,Košice,SMER,Ján Klein,0
5,SMER,119,Jaroslav,Kušnír,Ing.,43,ekonóm,Kračúnovce,SMER,Jaroslav Kušnír,0
5,SMER,120,Magda,Košútová,Ing.,46,poľnohospodárska inžinierka,Trenčín,SMER,Magda Košútová,0
5,SMER,121,Iveta,Lenická,PhDr.,37,kunzhistorička,Galanta,SMER,Iveta Lenická,0
5,SMER,122,Imrich,Héžel,Ing.,43,riaditeľ,Revúca,SMER,Imrich Héžel,0
5,SMER,123,Jozef,Behýl,PaedDr.,45,súkromný podnikateľ,Bratislava,SMER,Jozef Behýl,0
5,SMER,124,Anton,Báthory,Ing.,50,technik,Martin,SMER,Anton Báthory,0
5,SMER,125,Jozef,Mihok,Ing. PhD.,52,manažér,Košice,SMER,Jozef Mihok,0
5,SMER,126,Štefan,Rusňák,,47,vedúci prevádzky,Levoča,SMER,Štefan Rusňák,0
5,SMER,127,Norbert,Turanovič,MVDr.,36,riaditeľ spoločnosti,Prievidza,SMER,Norbert Turanovič,0
5,SMER,128,Mária,Beňová,,50,ekonómka,Piešťany,SMER,Mária Beňová,0
5,SMER,129,Roman,Wagner,Ing.,36,lesný inžinier,Veľký Krtíš,SMER,Roman Wagner,0
5,SMER,130,Martin,Bičian,RNDr.,40,ekológ,Komárno,SMER,Martin Bičian,0
5,SMER,131,Dušan,Petrík,Ing.,47,manažér,Žilina,SMER,Dušan Petrík,0
5,SMER,132,Ján,Borovský,Ing.,52,riaditeľ,Nový Ruskov,SMER,Ján Borovský,0
5,SMER,133,Jozef,Jurčišin,,54,súkromný podnikateľ,Stropkov,SMER,Jozef Jurčišin,0
5,SMER,134,Jozef,Štefkovič,Ing.,37,poľnohospodársky inžinier,Partizánske,SMER,Jozef Štefkovič,0
5,SMER,135,Štefan,Dostál,JUDr.,46,advokát,Senica,SMER,Štefan Dostál,0
5,SMER,136,Štefan,Levrinc,Ing.,38,chemický inžinier,Nová Baňa,SMER,Štefan Levrinc,0
5,SMER,137,Miloš,Lipovský,Ing.,34,ekonóm,Šaľa,SMER,Miloš Lipovský,0
5,SMER,138,Peter,Hargaš,Ing.,51,súkromný podnikateľ,Bratislava,SMER,Peter Hargaš,0
5,SMER,139,Milan,Geci,Mgr.,50,súkromný podnikateľ,Košice,SMER,Milan Geci,0
5,SMER,140,Slavomír,Rusinko,Ing.,34,riaditeľ spoločnosti,Medzilaborce,SMER,Slavomír Rusinko,0
5,SMER,141,Jarmila,Miakišová,,53,stavbyvedúca,Dubnica nad Váhom,SMER,Jarmila Miakišová,0
5,SMER,142,Viliam,Staník,Ing.,41,manažér,Holíč,SMER,Viliam Staník,0
5,SMER,143,Kamil,Kalčok,Ing.,42,ekonóm,Banská Bystrica,SMER,Kamil Kalčok,0
5,SMER,144,Jozef,Bastyur,,46,murár,Moldava nad Bodvou,BEZPP,Jozef Bastyur,0
5,SMER,145,Eleonóra,Nekorancová,PaedDr.,38,riaditeľka ZŠ,Turzovka,SMER,Eleonóra Nekorancová,0
5,SMER,146,Jaroslav,Popovič,Mgr.,54,riaditeľ spoločnosti,Banská Bystrica,SMER,Jaroslav Popovič,0
5,SMER,147,Marián,Baláž,Mgr.,29,štátny zamestnanec,Bánovce nad Bebravou,SMER,Marián Baláž,0
5,SMER,148,Tomáš,Novanský,,30,špecialista bankových obchodov,Banská Bystrica,SMER,Tomáš Novanský,0
5,SMER,149,Ľuboš,Racko,JUDr.,47,advokát,Liptovský Mikuláš,SMER,Ľuboš Racko,0
5,SMER,150,Peter,Hrbáľ,Ing.,45,riaditeľ mestských lesov,Muráň,SMER,Peter Hrbáľ,0
11,SMK-MKP,1,Béla,Bugár,Ing.,44,strojný inžinier,Šamorín,SMK-MKP,Béla Bugár,0
11,SMK-MKP,2,Pál,Csáky,Ing.,46,chemický inžinier,Levice,SMK-MKP,Pál Csáky,0
11,SMK-MKP,3,Gyula,Bárdos,,44,pedagóg,Senec,SMK-MKP,Gyula Bárdos,0
11,SMK-MKP,4,László,Gyurovszky,Ing.,42,elektroinžinier,Šaľa,SMK-MKP,László Gyurovszky,0
11,SMK-MKP,5,Pál,Farkas,Ing.,49,ekonóm,Nový Život,SMK-MKP,Pál Farkas,0
11,SMK-MKP,6,László,Szigeti,,45,pedagóg,Štúrovo,SMK-MKP,László Szigeti,0
11,SMK-MKP,7,László,Köteles,,45,technik,Moldava nad Bodvou,SMK-MKP,László Köteles,0
11,SMK-MKP,8,László,Nagy,PhDr.,54,sociológ,Bratislava,SMK-MKP,László Nagy,0
11,SMK-MKP,9,Miklós,Duray,RNDr.,57,geológ,Bratislava,SMK-MKP,Miklós Duray,0
11,SMK-MKP,10,Zsolt,Komlósy,,47,teoretický kybernetik,Rimavská Sobota,SMK-MKP,Zsolt Komlósy,0
11,SMK-MKP,11,József,Berényi,,35,politológ,Dolné Saliby,SMK-MKP,József Berényi,0
11,SMK-MKP,12,Tibor,Bastrnák,MUDr.,37,lekár,Komárno,SMK-MKP,Tibor Bastrnák,0
11,SMK-MKP,13,László,Miklós,prof. RNDr. DrSc.,53,vysokoškolský profesor,Bratislava,SMK-MKP,László Miklós,0
11,SMK-MKP,14,Iván,Farkas,Ing.,36,ekonomický inžinier,Mužla,SMK-MKP,Iván Farkas,0
11,SMK-MKP,15,István,Harna,doc. Ing. PhD.,62,ekonóm,Ohrady,SMK-MKP,István Harna,0
11,SMK-MKP,16,Sándor,Albert,doc. Ing. PhD.,59,vysokoškolský učiteľ,Košice,SMK-MKP,Sándor Albert,0
11,SMK-MKP,17,Edit,Bauer,Ing. CSc.,55,vedecký pracovník,Šamorín,SMK-MKP,Edit Bauer,0
11,SMK-MKP,18,Gábor,Gál,Mgr.,27,právnik,Veľká Mača,SMK-MKP,Gábor Gál,0
11,SMK-MKP,19,Richárd,Hamerlik,Ing.,35,strojný inžinier,Vinica,SMK-MKP,Richárd Hamerlik,0
11,SMK-MKP,20,Erzsébet,Dolník,,62,pedagóg,Levice,SMK-MKP,Erzsébet Dolník,0
11,SMK-MKP,21,Klára,Sárközy,MUDr.,49,lekár,Veľký Meder,SMK-MKP,Klára Sárközy,0
11,SMK-MKP,22,Lajos,Ladányi,,44,informatik,Klasov,SMK-MKP,Lajos Ladányi,0
11,SMK-MKP,23,Árpád,Duka-Zólyomi,Ing.,61,jadrový fyzik,Bratislava,SMK-MKP,Árpád Duka-Zólyomi,0
11,SMK-MKP,24,János,Szigeti,,49,ekonóm,Búč,SMK-MKP,János Szigeti,0
11,SMK-MKP,25,István,Pásztor,Ing.,45,elektroinžinier,Kráľovský Chlmec,SMK-MKP,István Pásztor,0
11,SMK-MKP,26,József,Kvarda,PhDr.,53,kulturológ - sociológ,Čenkovce,SMK-MKP,József Kvarda,0
11,SMK-MKP,27,György,Juhász,PaedDr.,32,vysokoškolský učiteľ,Tvrdošovce,SMK-MKP,György Juhász,0
11,SMK-MKP,28,Pál,Keszegh,Ing.,54,chemický inžinier,Dunajská Streda,SMK-MKP,Pál Keszegh,0
11,SMK-MKP,29,József,Solymos,,50,podnikateľ,Tornaľa,SMK-MKP,József Solymos,0
11,SMK-MKP,30,László,Pomothy,Ing.,44,elektroinžinier,Galanta,SMK-MKP,László Pomothy,0
11,SMK-MKP,31,Péter,Csúsz,Mgr.,36,pedagóg,Lučenec,SMK-MKP,Péter Csúsz,0
11,SMK-MKP,32,Béla,Angyal,Ing.,44,elektroinžinier,Kolárovo,SMK-MKP,Béla Angyal,0
11,SMK-MKP,33,Frigyes,Matus,,42,technik,Baloň,SMK-MKP,Frigyes Matus,0
11,SMK-MKP,34,László,Forró,Ing.,49,elektroinžinier - pedagóg,Nové Zámky,SMK-MKP,László Forró,0
11,SMK-MKP,35,Mária,Czapová,JUDr.,56,právnik,Maťovské Vojkovce,SMK-MKP,Mária Czapová,0
11,SMK-MKP,36,Gábor,Rusznák,Ing.,43,pedagóg,Šaľa,SMK-MKP,Gábor Rusznák,0
11,SMK-MKP,37,Erzsébet,Pogány,Ing.,43,ekonóm,Šamorín,SMK-MKP,Erzsébet Pogány,0
11,SMK-MKP,38,Ján,Szőllős,Ing.,47,strojný inžinier,Rožňava,SMK-MKP,Ján Szőllős,0
11,SMK-MKP,39,Imre,Andruskó,Mgr.,33,pedagóg-riaditeľ,Komárno,SMK-MKP,Imre Andruskó,0
11,SMK-MKP,40,Zoltán,Boros,Ing.,57,chemický inžinier,Rimavská Sobota,SMK-MKP,Zoltán Boros,0
11,SMK-MKP,41,Fedor,Vico,,57,výtvarník,Prešov,BEZPP,Fedor Vico,0
11,SMK-MKP,42,Štefan,Babindák,,38,osvetový pracovník,Čata,BEZPP,Štefan Babindák,0
11,SMK-MKP,43,Ján,Tištán,,43,požiarnik,Vysoké Tatry,BEZPP,Ján Tištán,0
11,SMK-MKP,44,Peter,Krajňák,JUDr.,50,komerčný právnik,Prešov,BEZPP,Peter Krajňák,0
11,SMK-MKP,45,Ján,Rigó,,46,kultúrny pracovník,Zlaté Klasy,BEZPP,Ján Rigó,0
11,SMK-MKP,46,Mojmír,Kovář,Ing.,63,regionalista,Trnava,BEZPP,Mojmír Kovář,0
11,SMK-MKP,47,Leontin,Dohovič,Mgr.,66,pedagóg,Košice,BEZPP,Leontin Dohovič,0
11,SMK-MKP,48,Adela,Striežencová,,45,účtovníčka,Bratislava,BEZPP,Adela Striežencová,0
11,SMK-MKP,49,Štefan,Maršala,,45,manažér,Trnava,BEZPP,Štefan Maršala,0
11,SMK-MKP,50,Alžbeta,Čaplárová,,55,ekonómka,Kežmarok,SMK-MKP,Alžbeta Čaplárová,0
11,SMK-MKP,51,Ladislav,Bíró,Mgr.,33,pedagóg,Galanta,SMK-MKP,Ladislav Bíró,0
11,SMK-MKP,52,Jozef,Balkó,Ing.,39,poľnohosp. inžinier,Kolíňany,SMK-MKP,Jozef Balkó,0
11,SMK-MKP,53,Izabella,Jégh,,52,úradník,Bratislava,SMK-MKP,Izabella Jégh,0
11,SMK-MKP,54,Žolt,Tárnok,MVDr.,42,veterinárny lekár,Humenné,SMK-MKP,Žolt Tárnok,0
11,SMK-MKP,55,Ladislav,Eke,,50,strojný technik,Gabčíkovo,SMK-MKP,Ladislav Eke,0
11,SMK-MKP,56,József,Nagy,Ing.,41,starosta,Dolinka,SMK-MKP,József Nagy,0
11,SMK-MKP,57,Pavel,Zachar,Ing.,46,elektroinžinier,Šahy,SMK-MKP,Pavel Zachar,0
11,SMK-MKP,58,József,Kopasz,,45,pedagóg,Veľké Trakany,SMK-MKP,József Kopasz,0
11,SMK-MKP,59,Imrich,Bartal,,52,starosta,Sap,SMK-MKP,Imrich Bartal,0
11,SMK-MKP,60,Olga,Szabó,JUDr.,44,právnik,Patince,SMK-MKP,Olga Szabó,0
11,SMK-MKP,61,Béla,Zsille,Bc.,46,úradník,Sládkovičovo,SMK-MKP,Béla Zsille,0
11,SMK-MKP,62,László,Könözsi,Ing.,43,agronóm,Obid,SMK-MKP,László Könözsi,0
11,SMK-MKP,63,Ladislav,Bartók,Ing.,50,strojný inžinier,Turňa nad Bodvou,SMK-MKP,Ladislav Bartók,0
11,SMK-MKP,64,Ladislav,Molnár,,40,poľnohospodár,Ipeľské Úľany,SMK-MKP,Ladislav Molnár,0
11,SMK-MKP,65,István,Mázik,,45,riaditeľ MsKS,Fiľakovo,SMK-MKP,István Mázik,0
11,SMK-MKP,66,Miklós,Fehér,,42,matematik,Komárno,SMK-MKP,Miklós Fehér,0
11,SMK-MKP,67,Fridrich,Nagy,Mgr.,57,dipl. zubný technik,Dunajská Streda,SMK-MKP,Fridrich Nagy,0
11,SMK-MKP,68,Dezider,Borbély,,43,technik,Tvrdošovce,SMK-MKP,Dezider Borbély,0
11,SMK-MKP,69,János,Juhász,Ing.,46,zamestnanec št. správy,Kráľovský Chlmec,SMK-MKP,János Juhász,0
11,SMK-MKP,70,Ladislav,Korčok,Ing.,44,stavebný inžinier,Plášťovce,SMK-MKP,Ladislav Korčok,0
11,SMK-MKP,71,László,Bacsó,,28,organizačný tajomník,Topoľníky,SMK-MKP,László Bacsó,0
11,SMK-MKP,72,Štefan,Pomichal,Ing.,37,poľnohosp. inžinier,Tomášov,SMK-MKP,Štefan Pomichal,0
11,SMK-MKP,73,Gyula,Veszelei,Mgr.,53,právnik,Hurbanovo,SMK-MKP,Gyula Veszelei,0
11,SMK-MKP,74,Lajos,Balajti,,51,pedagóg,Tornaľa,SMK-MKP,Lajos Balajti,0
11,SMK-MKP,75,János,Fekete,Ing.,49,starosta,Vrakúň,SMK-MKP,János Fekete,0
11,SMK-MKP,76,Imre,Nagy,Ing.,47,strojný inžinier,Nové Zámky,SMK-MKP,Imre Nagy,0
11,SMK-MKP,77,Ernest,Básti,Ing.,54,podnikateľ,Košice,SMK-MKP,Ernest Básti,0
11,SMK-MKP,78,György,Batta,,31,novinár,Komárno,SMK-MKP,György Batta,0
11,SMK-MKP,79,Ernő,Rózsa,JUDr.,72,advokát,Galanta,SMK-MKP,Ernő Rózsa,0
11,SMK-MKP,80,Márta,Stubendek,,40,farmaceut. laborantka,Rimavská Seč,SMK-MKP,Márta Stubendek,0
11,SMK-MKP,81,Endre,Mészáros,Ing.,36,informatik,Tešedíkovo,SMK-MKP,Endre Mészáros,0
11,SMK-MKP,82,Árpád,Petrik,Ing.,40,ekonóm inžinier,Malé Trakany,SMK-MKP,Árpád Petrik,0
11,SMK-MKP,83,Dénes,Miklós,Ing.,42,záhradnícky inžinier,Ňárad,SMK-MKP,Dénes Miklós,0
11,SMK-MKP,84,Zoltán,Sebők,MUDr.,56,lekár,Komárno,SMK-MKP,Zoltán Sebők,0
11,SMK-MKP,85,Julianna,Hideghétiová,,48,farmaceut,Kyselica,SMK-MKP,Julianna Hideghétiová,0
11,SMK-MKP,86,Vojtech,Magyar,,50,katechéta-učiteľ,Nové Zámky,SMK-MKP,Vojtech Magyar,0
11,SMK-MKP,87,Karol,Fellinger,,38,agronóm,Jelka,SMK-MKP,Karol Fellinger,0
11,SMK-MKP,88,Štefan,Vitál,,48,starosta,Mýtne Ludany,SMK-MKP,Štefan Vitál,0
11,SMK-MKP,89,Zoltán,Bán,Ing.,49,elektroinžinier,Rimavská Sobota,SMK-MKP,Zoltán Bán,0
11,SMK-MKP,90,Sándor,Bastrnák,MUDr.,64,lekár,Pribeta,SMK-MKP,Sándor Bastrnák,0
11,SMK-MKP,91,Ladislav,Matiaško,Ing.,59,ekonóm,Zlaté Klasy,SMK-MKP,Ladislav Matiaško,0
11,SMK-MKP,92,Štefan,Laczika,Ing.,53,stavebný inžinier,Jelenec,SMK-MKP,Štefan Laczika,0
11,SMK-MKP,93,Karol,Katrenics,,57,letecký technik,Rožňava,SMK-MKP,Karol Katrenics,0
11,SMK-MKP,94,Károly,Drapák,Ing.,52,strojný inžinier,Mužla,SMK-MKP,Károly Drapák,0
11,SMK-MKP,95,Jozef,Marczell,Ing.,43,strojný inžinier,Kráľovičove Kračany,SMK-MKP,Jozef Marczell,0
11,SMK-MKP,96,József,Jordán,MVDr.,52,zverolekár,Kežmarok,SMK-MKP,József Jordán,0
11,SMK-MKP,97,Alajos,Baranyay,,47,starosta,Žihárec,SMK-MKP,Alajos Baranyay,0
11,SMK-MKP,98,Zoltán,Kónya,JUDr.,51,právnik-podnikateľ,Rimavská Sobota,SMK-MKP,Zoltán Kónya,0
11,SMK-MKP,99,Vojtech,Varga,MUDr.,50,lekár,Dunajská Streda,SMK-MKP,Vojtech Varga,0
11,SMK-MKP,100,Béla,Szabó,Ing.,46,pedagóg,Komárno,SMK-MKP,Béla Szabó,0
11,SMK-MKP,101,László,Lakatos,,36,podnikateľ,Ruská,SMK-MKP,László Lakatos,0
11,SMK-MKP,102,Štefan,Bencze,,46,ekonóm,Tvrdošovce,SMK-MKP,Štefan Bencze,0
11,SMK-MKP,103,Ladislav,Mészáros,,52,podnikateľ,Jelka,SMK-MKP,Ladislav Mészáros,0
11,SMK-MKP,104,Béla,Hrubík,,38,podnikateľ,Vinica,SMK-MKP,Béla Hrubík,0
11,SMK-MKP,105,Magdaléna,Zsiga,Ing.,34,úradníčka,Horná Seč,SMK-MKP,Magdaléna Zsiga,0
11,SMK-MKP,106,Peter,Jakuš,,46,starosta,Veľký Kamenec,SMK-MKP,Peter Jakuš,0
11,SMK-MKP,107,Zoltán,Marczell,Ing.,34,stavebný inžinier,Malé Dvorníky,SMK-MKP,Zoltán Marczell,0
11,SMK-MKP,108,Gábor,Cséplő,Ing.,48,podnikateľ,Komárno,SMK-MKP,Gábor Cséplő,0
11,SMK-MKP,109,Ján,Perhács,univ. prof.,65,vysokoškolský profesor,Báč,SMK-MKP,Ján Perhács,0
11,SMK-MKP,110,Endre,Hogenbuch,Ing.,29,ekonóm inžinier,Štúrovo,SMK-MKP,Endre Hogenbuch,0
11,SMK-MKP,111,Jozef,Mohňanský,Ing.,36,starosta,Buzica,SMK-MKP,Jozef Mohňanský,0
11,SMK-MKP,112,Mária,Morauszká,MUDr.,39,stomatológ,Želiezovce,SMK-MKP,Mária Morauszká,0
11,SMK-MKP,113,Sándor,Papp,,38,stavebný technik,Kalonda,SMK-MKP,Sándor Papp,0
11,SMK-MKP,114,Peter,Békési,Ing.,44,poľnohosp. inžinier,Komárno,SMK-MKP,Peter Békési,0
11,SMK-MKP,115,Štefan,Lukovics,,55,starosta,Čierna Voda,SMK-MKP,Štefan Lukovics,0
11,SMK-MKP,116,Ladislav,Csanda,Ing.,49,ekonóm,Nové Zámky,SMK-MKP,Ladislav Csanda,0
11,SMK-MKP,117,Agnesa,Mátéová,,40,starosta,Malý Kamenec,SMK-MKP,Agnesa Mátéová,0
11,SMK-MKP,118,János,Bachorecz,Ing.,47,elektroinžinier,Bátorove Kosihy,SMK-MKP,János Bachorecz,0
11,SMK-MKP,119,Ilona,Bugár,,45,osvetový pracovník,Bratislava,SMK-MKP,Ilona Bugár,0
11,SMK-MKP,120,Atilla,Agárdi,Mgr.,33,tlmočník-prekladateľ,Senec,SMK-MKP,Atilla Agárdi,0
11,SMK-MKP,121,Mária,Csizmadiová,JUDr.,44,právnik,Selice,SMK-MKP,Mária Csizmadiová,0
11,SMK-MKP,122,Attila,Hacsi,,58,novinár,Rimavská Sobota,SMK-MKP,Attila Hacsi,0
11,SMK-MKP,123,Ladislav,Kovács,Ing.,59,ekonóm inžinier,Šamorín,SMK-MKP,Ladislav Kovács,0
11,SMK-MKP,124,Zoltán,Kelemen,Ing.,35,elektroinžinier,Nesvady,SMK-MKP,Zoltán Kelemen,0
11,SMK-MKP,125,Károly,Peczár,Mgr.,31,pedagóg,Nové Zámky,SMK-MKP,Károly Peczár,0
11,SMK-MKP,126,Tibor,Nagy,Ing.,28,technik,Horný Bar,SMK-MKP,Tibor Nagy,0
11,SMK-MKP,127,Mária,Lőrincz,,35,vedúca účtovníčka,Kiarov,SMK-MKP,Mária Lőrincz,0
11,SMK-MKP,128,Zsolt,Feszty,,32,farár ref.,Keť,BEZPP,Zsolt Feszty,0
11,SMK-MKP,129,Štefan,Gallai,,49,starosta,Bôrka,SMK-MKP,Štefan Gallai,0
11,SMK-MKP,130,František,Hontvári,Ing.,40,stavebný inžinier,Sládkovičovo,SMK-MKP,František Hontvári,0
11,SMK-MKP,131,László,Győrfy,Ing.,47,konateľ,Komárno,SMK-MKP,László Győrfy,0
11,SMK-MKP,132,Alžbeta,Bartalosová,,52,podnikateľ,Dolný Štál,SMK-MKP,Alžbeta Bartalosová,0
11,SMK-MKP,133,Juraj,Varga,,37,pedagóg,Žirany,SMK-MKP,Juraj Varga,0
11,SMK-MKP,134,Tibor,Kőszeghy,Ing.,37,manažér,Mierovo,BEZPP,Tibor Kőszeghy,0
11,SMK-MKP,135,Tibor,Stugel,Mgr.,26,pedagóg,Kamenica nad Hronom,SMK-MKP,Tibor Stugel,0
11,SMK-MKP,136,Jozef,Hunyák,,54,stavebný technik,Hajnáčka,SMK-MKP,Jozef Hunyák,0
11,SMK-MKP,137,János,Restár,Ing.,42,podnikateľ,Vlčany,SMK-MKP,János Restár,0
11,SMK-MKP,138,Peter,Őry,,30,ekonóm,Štvrtok na Ostrove,SMK-MKP,Peter Őry,0
11,SMK-MKP,139,Attila,Czíria,Ing.,40,geodet,Komárno,SMK-MKP,Attila Czíria,0
11,SMK-MKP,140,Karol,Molnár,,42,strojník energet. zariad.,Kapušianske Kľačany,SMK-MKP,Karol Molnár,0
11,SMK-MKP,141,Kornel,Greman,Ing.,39,strojný inžinier,Kolárovo,SMK-MKP,Kornel Greman,0
11,SMK-MKP,142,Gábor,Pallya,MVDr.,39,zverolekár,Galanta,SMK-MKP,Gábor Pallya,0
11,SMK-MKP,143,Hajnalka,Polgár,,33,účtovníčka,Bratislava,SMK-MKP,Hajnalka Polgár,0
11,SMK-MKP,144,János,Mayer,Mgr.,33,riaditeľ MsKS,Kolárovo,SMK-MKP,János Mayer,0
11,SMK-MKP,145,Vince,Erdős,Ing.,42,podnikateľ,Fiľakovo,SMK-MKP,Vince Erdős,0
11,SMK-MKP,146,Tibor,Rózsár,,57,technik,Mostová,SMK-MKP,Tibor Rózsár,0
11,SMK-MKP,147,Éva,Dohnanec,PhDr.,43,pedagóg,Komárno,SMK-MKP,Éva Dohnanec,0
11,SMK-MKP,148,Ladislav,Iván,Ing.,49,poľnohosp. inžinier,Moldava nad Bodvou,SMK-MKP,Ladislav Iván,0
11,SMK-MKP,149,László,Együd,,56,technik,Jesenské,SMK-MKP,László Együd,0
11,SMK-MKP,150,László,Hóka,Ing.,45,strojný inžinier,Strekov,SMK-MKP,László Hóka,0
21,SNJ,1,Stanislav,Pánis,,52,ekonóm,Bratislava,SNJ,Stanislav Pánis,1
21,SNJ,2,Stanislav,Svorad,,50,remeselník,Nitra,SNJ,Stanislav Svorad,1
21,SNJ,3,Slavomír,Jančok,,23,študent práva,Spišská Nová Ves,SNJ,Slavomír Jančok,1
21,SNJ,4,Tibor Karol,Mojš,Dr. h. c.,52,velkokomtúr BOSCM,Bratislava,SNJ,Tibor Karol Mojš,1
21,SNJ,5,Jozef,Borcovan,Mgr.,33,stredoškolský učiteľ,Nitra,SNJ,Jozef Borcovan,1
21,SNJ,6,Pavel,Hatala,Ing.,61,chemik - strojár,Bratislava,SNJ,Pavel Hatala,1
21,SNJ,7,Vojtech,Erdélyi,MUDr.,51,lekár,Stupava,SNJ,Vojtech Erdélyi,1
21,SNJ,8,Vladimír,Drábik,,48,živnostník,Bratislava,SNJ,Vladimír Drábik,1
21,SNJ,9,Marcel,Lopušník,,41,inštalatér,Banská Bystrica,SNJ,Marcel Lopušník,1
21,SNJ,10,Ernest,Pápay,JUDr. Ing.,73,právnik,Bratislava,BEZPP,Ernest Pápay,1
21,SNJ,11,Marek,Klementík,,26,lesník,Dobšiná,SNJ,Marek Klementík,1
21,SNJ,12,Júlia,Pribinová,,22,štátny zamestnanec,Bratislava,SNJ,Júlia Pribinová,1
21,SNJ,13,Peter,Peuker,,49,elektromechanik,Banská Bystrica,SNJ,Peter Peuker,1
21,SNJ,14,Andrea,Maťová,,27,zdravotná sestra,Nitra,SNJ,Andrea Maťová,1
21,SNJ,15,Pavol,Mičík,,33,podnikateľ,Piešťany,SNJ,Pavol Mičík,1
21,SNJ,16,Eva,Balková,,49,učiteľka,Trstená,SNJ,Eva Balková,1
21,SNJ,17,Milan,Hanes,MUDr.,43,lekár,Lúky,SNJ,Milan Hanes,1
21,SNJ,18,Edita,Horváthová,,49,stavebný technik,Štúrovo,SNJ,Edita Horváthová,1
21,SNJ,19,Rudolf,Vasky,,51,finančný inžinier,Bratislava,SNJ,Rudolf Vasky,1
21,SNJ,20,Peter,Poláčik,,51,stavebný technik,Bratislava,SNJ,Peter Poláčik,1
