X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
Jozef Kováč,KDH,KDH,127,111,-16,0,1,0,NA,1,0,2010,0,0,1,0
Roman Šimoník,KDH,KDH,144,31,-113,0,1,0,NA,1,0,2010,0,0,1,0
Peter Janiga,KDH,KDH,149,136,-13,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Hrušovský,KDH,KDH,2,2,0,0,1,1,NA,1,0,2010,0,0,1,0
Jana Žitňanská,KDH,KDH,6,8,2,0,1,1,NA,0,0,2010,0,0,1,0
Ivan Uhliarik,KDH,KDH,8,5,-3,0,1,1,NA,1,0,2010,0,0,1,0
Alojz Přidal,KDH,KDH,14,12,-2,0,1,1,NA,1,0,2010,0,0,1,0
Monika Gibalová,KDH,KDH,17,17,0,0,1,1,NA,1,0,2010,0,0,1,0
Radoslav Procházka,KDH,KDH,20,10,-10,0,1,1,NA,1,0,2010,0,0,1,0
Ján Dečo,KDH,KDH,24,37,13,0,1,1,NA,0,0,2010,0,0,1,0
Iveta Sokolová,KDH,KDH,33,27,-6,0,1,1,NA,1,0,2010,0,0,1,0
Róbert Korec,KDH,KDH,43,49,6,0,1,1,NA,0,0,2010,0,0,1,0
Pavol Kossey,KDH,KDH,44,61,17,0,1,1,NA,0,0,2010,0,0,1,0
Ondrej Binder,KDH,KDH,47,52,5,0,1,1,NA,0,0,2010,0,0,1,0
Jozef Mikloško,KDH,KDH,50,34,-16,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Klokner,KDH,KDH,63,69,6,0,1,1,NA,0,0,2010,0,0,1,0
Milan Majerský,KDH,KDH,69,55,-14,0,1,1,NA,1,0,2010,0,0,1,0
Peter Štuller,KDH,KDH,107,89,-18,0,1,1,NA,1,0,2010,0,0,1,0
Ján Fekiač,KDH,KDH,111,85,-26,0,1,1,NA,1,0,2010,0,0,1,0
Ján Oparty,KDH,KDH,150,150,0,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Hrdlička,KSS,KSS,1,1,0,1,1,0,NA,1,0,2010,0,1,0,0
Anna Sotaková,KSS,KSS,2,14,12,1,1,0,NA,0,0,2010,0,1,0,0
Miroslav Pomajdík,KSS,KSS,4,2,-2,1,1,0,NA,1,0,2010,0,1,0,0
Pavol Suško,KSS,KSS,6,7,1,1,1,0,NA,0,0,2010,0,1,0,0
Peter Nišponský,KSS,KSS,7,21,14,1,1,0,NA,0,0,2010,0,1,0,0
Viera Klimentová,KSS,KSS,8,9,1,1,1,0,NA,0,0,2010,0,1,0,0
Štefan Borovský,KSS,KSS,9,149,140,1,1,0,NA,0,0,2010,0,1,0,0
Jalal Suleiman,KSS,KSS,11,4,-7,1,1,0,NA,1,0,2010,0,1,0,0
Jaroslav Kočiš,KSS,KSS,13,40,27,1,1,0,NA,0,0,2010,0,1,0,0
Juraj Brecko,KSS,KSS,15,10,-5,1,1,0,NA,1,0,2010,0,1,0,0
Ján Kašiar,KSS,KSS,16,50,34,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Fuček,KSS,KSS,18,18,0,1,1,0,NA,1,0,2010,0,1,0,0
Michal Kotian,KSS,KSS,19,131,112,1,1,0,NA,0,0,2010,0,1,0,0
Pavel Olah,KSS,KSS,21,47,26,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Šteininger,KSS,KSS,24,97,73,1,1,0,NA,0,0,2010,0,1,0,0
Dagmara Debnárová,KSS,KSS,28,23,-5,1,1,0,NA,1,0,2010,0,1,0,0
Stanislav Pirošík,KSS,KSS,32,38,6,1,1,0,NA,0,0,2010,0,1,0,0
Marián Krakovský,KSS,KSS,33,83,50,1,1,0,NA,0,0,2010,0,1,0,0
Soňa Zdražilová,KSS,KSS,37,63,26,1,1,0,NA,0,0,2010,0,1,0,0
Štefan Fábry,KSS,KSS,39,41,2,1,1,0,NA,0,0,2010,0,1,0,0
Ján Sporka,KSS,KSS,43,22,-21,1,1,0,NA,1,0,2010,0,1,0,0
Peter Katona,KSS,KSS,48,66,18,1,1,0,NA,0,0,2010,0,1,0,0
Roman Hudec,KSS,KSS,52,30,-22,1,1,0,NA,1,0,2010,0,1,0,0
Anton Badač,KSS,KSS,56,100,44,1,1,0,NA,0,0,2010,0,1,0,0
František Lukačko,KSS,KSS,59,61,2,1,1,0,NA,0,0,2010,0,1,0,0
Pavol Tausk,KSS,KSS,62,112,50,1,1,0,NA,0,0,2010,0,1,0,0
Lukáš Sisák,KSS,KSS,65,52,-13,1,1,0,NA,1,0,2010,0,1,0,0
Ondrej Ňorba,KSS,KSS,70,79,9,1,1,0,NA,0,0,2010,0,1,0,0
Slavomír Hudec,KSS,KSS,72,98,26,1,1,0,NA,0,0,2010,0,1,0,0
Zlatica Bachňáková,KSS,KSS,74,127,53,1,1,0,NA,0,0,2010,0,1,0,0
Róbert Podracký,KSS,KSS,77,111,34,1,1,0,NA,0,0,2010,0,1,0,0
Milan Glovňa,KSS,KSS,81,43,-38,1,1,0,NA,1,0,2010,0,1,0,0
Samuel Zubo,KSS,KSS,82,74,-8,1,1,0,NA,1,0,2010,0,1,0,0
Juraj Pavlovič,KSS,KSS,83,12,-71,1,1,0,NA,1,0,2010,0,1,0,0
Michal Mamrilla,KSS,KSS,89,91,2,1,1,0,NA,0,0,2010,0,1,0,0
Ján Holub,KSS,KSS,93,107,14,1,1,0,NA,0,0,2010,0,1,0,0
Vojtech Piku,KSS,KSS,94,135,41,1,1,0,NA,0,0,2010,0,1,0,0
Miroslav Čuj,KSS,KSS,95,124,29,1,1,0,NA,0,0,2010,0,1,0,0
Daniel Kianica,KSS,KSS,99,26,-73,1,1,0,NA,1,0,2010,0,1,0,0
Ľubomír Solík,KSS,KSS,103,102,-1,1,1,0,NA,1,0,2010,0,1,0,0
Emil Papáč,KSS,KSS,106,144,38,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Šiška,KSS,KSS,108,25,-83,1,1,0,NA,1,0,2010,0,1,0,0
Karol Slovák,KSS,KSS,112,82,-30,1,1,0,NA,1,0,2010,0,1,0,0
Iveta Hribiková,KSS,KSS,113,81,-32,1,1,0,NA,1,0,2010,0,1,0,0
Ladislav Vojtko,KSS,KSS,118,143,25,1,1,0,NA,0,0,2010,0,1,0,0
Miroslav Chlebo,KSS,KSS,125,54,-71,1,1,0,NA,1,0,2010,0,1,0,0
Rastislav Bobor,KSS,KSS,138,90,-48,1,1,0,NA,1,0,2010,0,1,0,0
Peter Jakubčák,KSS,KSS,140,99,-41,1,1,0,NA,1,0,2010,0,1,0,0
Terézia Dančáková,KSS,KSS,142,108,-34,1,1,0,NA,1,0,2010,0,1,0,0
Ján Janočko,KSS,KSS,145,145,0,1,1,0,NA,1,0,2010,0,1,0,0
Karol Ondriaš,KSS,KSS,5,13,8,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Bošanský,KSS,KSS,14,32,18,1,1,0,NA,0,0,2010,0,1,0,0
Miroslav Samiec,KSS,KSS,20,150,130,1,1,0,NA,0,0,2010,0,1,0,0
Juraj Kabát,KSS,KSS,29,39,10,1,1,0,NA,0,0,2010,0,1,0,0
Janka Bánska,KSS,KSS,35,37,2,1,1,0,NA,0,0,2010,0,1,0,0
Mária Smutná,KSS,KSS,54,56,2,1,1,0,NA,0,0,2010,0,1,0,0
Peter Seman,KSS,KSS,66,147,81,1,1,0,NA,0,0,2010,0,1,0,0
Ján Ježo,KSS,KSS,67,42,-25,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Janočko,KSS,KSS,85,51,-34,1,1,0,NA,1,0,2010,0,1,0,0
Miroslav Bilý,KSS,KSS,90,49,-41,1,1,0,NA,1,0,2010,0,1,0,0
Ľubica Kleniarová,KSS,KSS,101,34,-67,1,1,0,NA,1,0,2010,0,1,0,0
Ľubomír Betuš,KSS,KSS,111,139,28,1,1,0,NA,0,0,2010,0,1,0,0
Juraj Bernár,KSS,KSS,114,76,-38,1,1,0,NA,1,0,2010,0,1,0,0
Ján Mikloš,KSS,KSS,134,142,8,1,1,0,NA,0,0,2010,0,1,0,0
Ján Ševc,KSS,KSS,143,128,-15,1,1,0,NA,1,0,2010,0,1,0,0
Vladimír Mečiar,ĽS-HZDS,ĽS-HZDS,1,1,0,1,1,0,NA,1,0,2010,0,1,0,0
Milan Rehák,ĽS-HZDS,ĽS-HZDS,3,4,1,1,1,0,NA,0,0,2010,0,1,0,0
Peter Sika,ĽS-HZDS,ĽS-HZDS,6,18,12,1,1,0,NA,0,0,2010,0,1,0,0
Ján Kovarčík,ĽS-HZDS,ĽS-HZDS,9,6,-3,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Pavúk,ĽS-HZDS,ĽS-HZDS,10,5,-5,1,1,0,NA,1,0,2010,0,1,0,0
Miroslav Jureňa,ĽS-HZDS,SNS,11,10,-1,1,0,1,NA,1,0,2010,0,1,0,0
Jozef Habánik,ĽS-HZDS,ĽS-HZDS,12,41,29,1,1,0,NA,0,0,2010,0,1,0,0
Katarína Tóthová,ĽS-HZDS,ĽS-HZDS,13,3,-10,1,1,0,NA,1,0,2010,0,1,0,0
Marián Klenko,ĽS-HZDS,ĽS-HZDS,16,39,23,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Halecký,ĽS-HZDS,ĽS-HZDS,17,12,-5,1,1,0,NA,1,0,2010,0,1,0,0
Ján Bodnár,ĽS-HZDS,ĽS-HZDS,19,14,-5,1,1,0,NA,1,0,2010,0,1,0,0
Katarína Rosinová,ĽS-HZDS,ĽS-HZDS,23,34,11,1,1,0,NA,0,0,2010,0,1,0,0
Klaudia Bertoková,ĽS-HZDS,ĽS-HZDS,26,64,38,1,1,0,NA,0,0,2010,0,1,0,0
Eva Zatková,ĽS-HZDS,ĽS-HZDS,29,8,-21,1,1,0,NA,1,0,2010,0,1,0,0
Jana Michalková,ĽS-HZDS,ĽS-HZDS,30,38,8,1,1,0,NA,0,0,2010,0,1,0,0
Alexander Koreň,ĽS-HZDS,ĽS-HZDS,32,53,21,1,1,0,NA,0,0,2010,0,1,0,0
Miroslava Kokavcová,ĽS-HZDS,ĽS-HZDS,35,100,65,1,1,0,NA,0,0,2010,0,1,0,0
Mária Topoľančinová,ĽS-HZDS,ĽS-HZDS,36,37,1,1,1,0,NA,0,0,2010,0,1,0,0
Alžbeta Staníková,ĽS-HZDS,ĽS-HZDS,42,45,3,1,1,0,NA,0,0,2010,0,1,0,0
Štefan Ladičkovský,ĽS-HZDS,ĽS-HZDS,46,56,10,1,1,0,NA,0,0,2010,0,1,0,0
Anna Hoštáková,ĽS-HZDS,ĽS-HZDS,47,101,54,1,1,0,NA,0,0,2010,0,1,0,0
Stanislav Háber,ĽS-HZDS,ĽS-HZDS,49,16,-33,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Tokarčík,ĽS-HZDS,ĽS-HZDS,52,40,-12,1,1,0,NA,1,0,2010,0,1,0,0
Mária Gajdošová,ĽS-HZDS,ĽS-HZDS,55,61,6,1,1,0,NA,0,0,2010,0,1,0,0
Agáta Žalkovičová,ĽS-HZDS,ĽS-HZDS,56,132,76,1,1,0,NA,0,0,2010,0,1,0,0
Igor Liška,ĽS-HZDS,ĽS-HZDS,60,85,25,1,1,0,NA,0,0,2010,0,1,0,0
Ján Kuba,ĽS-HZDS,ĽS-HZDS,61,33,-28,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Rosipal,ĽS-HZDS,ĽS-HZDS,64,94,30,1,1,0,NA,0,0,2010,0,1,0,0
Dušan Ďurčenka,ĽS-HZDS,ĽS-HZDS,66,75,9,1,1,0,NA,0,0,2010,0,1,0,0
Ján Tulis,ĽS-HZDS,ĽS-HZDS,78,49,-29,1,1,0,NA,1,0,2010,0,1,0,0
Pavol Kačic,ĽS-HZDS,ĽS-HZDS,79,23,-56,1,1,0,NA,1,0,2010,0,1,0,0
Mária Rusňáková,ĽS-HZDS,SOSKA,81,13,-68,1,0,0,NA,1,0,2010,0,1,0,0
Anna Ganzová,ĽS-HZDS,ĽS-HZDS,83,73,-10,1,1,0,NA,1,0,2010,0,1,0,0
Nadežda Kvaková,ĽS-HZDS,ĽS-HZDS,92,120,28,1,1,0,NA,0,0,2010,0,1,0,0
Rudolf Hrdlík,ĽS-HZDS,ĽS-HZDS,117,46,-71,1,1,0,NA,1,0,2010,0,1,0,0
Milan Spodniak,ĽS-HZDS,ĽS-HZDS,121,80,-41,1,1,0,NA,1,0,2010,0,1,0,0
Štefan Krištofík,ĽS-HZDS,ĽS-HZDS,124,26,-98,1,1,0,NA,1,0,2010,0,1,0,0
Radovan Ammer,ĽS-HZDS,ĽS-HZDS,130,103,-27,1,1,0,NA,1,0,2010,0,1,0,0
Jaroslav Blina,ĽS-HZDS,ĽS-HZDS,136,111,-25,1,1,0,NA,1,0,2010,0,1,0,0
Ivan Poláčik,ĽS-HZDS,ĽS-HZDS,141,102,-39,1,1,0,NA,1,0,2010,0,1,0,0
Daniela Viková,ĽS-HZDS,ĽS-HZDS,143,97,-46,1,1,0,NA,1,0,2010,0,1,0,0
Milan Zeleňák,ĽS-HZDS,ĽS-HZDS,146,59,-87,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Priadka,ĽS-HZDS,ĽS-HZDS,147,90,-57,1,1,0,NA,1,0,2010,0,1,0,0
Tibor Cabaj,ĽS-HZDS,ĽS-HZDS,2,10,8,1,1,0,NA,0,0,2010,0,1,0,0
Peter Mečiar,ĽS-HZDS,ĽS-HZDS,7,11,4,1,1,0,NA,0,0,2010,0,1,0,0
Alojz Engliš,ĽS-HZDS,ĽS-HZDS,21,150,129,1,1,0,NA,0,0,2010,0,1,0,0
Ján Dobrovič,ĽS-HZDS,ĽS-HZDS,38,9,-29,1,1,0,NA,1,0,2010,0,1,0,0
Peter Škombár,ĽS-HZDS,ĽS-HZDS,63,68,5,1,1,0,NA,0,0,2010,0,1,0,0
Gejza Milko,ĽS-HZDS,ĽS-HZDS,67,15,-52,1,1,0,NA,1,0,2010,0,1,0,0
Marián Bubeník,ĽS-HZDS,ĽS-HZDS,75,28,-47,1,1,0,NA,1,0,2010,0,1,0,0
Augustín Bojňanský,ĽS-HZDS,ĽS-HZDS,87,67,-20,1,1,0,NA,1,0,2010,0,1,0,0
Miroslav Baranovič,ĽS-HZDS,ĽS-HZDS,88,124,36,1,1,0,NA,0,0,2010,0,1,0,0
Ľubomír Sklenár,ĽS-HZDS,ĽS-HZDS,90,123,33,1,1,0,NA,0,0,2010,0,1,0,0
Milan Gavlák,ĽS-HZDS,ĽS-HZDS,118,109,-9,1,1,0,NA,1,0,2010,0,1,0,0
Rudolf Ivičič,ĽS-HZDS,ĽS-HZDS,127,74,-53,1,1,0,NA,1,0,2010,0,1,0,0
Peter Pitoňák,ĽS-HZDS,ĽS-HZDS,133,129,-4,1,1,0,NA,1,0,2010,0,1,0,0
Pavol Mada,ĽS-HZDS,ĽS-HZDS,150,81,-69,1,1,0,NA,1,0,2010,0,1,0,0
Vladimír Pavlík,ĽSNS,ĽSNS,3,3,0,1,1,1,NA,1,0,2010,0,1,0,0
Marián Mišún,ĽSNS,ĽSNS,7,15,8,1,1,1,NA,0,0,2010,0,1,0,0
Rastislav Kysel,ĽSNS,ĽSNS,8,24,16,1,1,1,NA,0,0,2010,0,1,0,0
Jozefína Schlosárová,ĽSNS,ĽSNS,10,39,29,1,1,1,NA,0,0,2010,0,1,0,0
Marianna Kemková,ĽSNS,ĽSNS,12,10,-2,1,1,1,NA,1,0,2010,0,1,0,0
Ivan Sýkora,ĽSNS,ĽSNS,16,51,35,1,1,1,NA,0,0,2010,0,1,0,0
Miroslav Belička,ĽSNS,ĽSNS,17,7,-10,1,1,1,NA,1,0,2010,0,1,0,0
Ján Zeman,ĽSNS,ĽSNS,19,66,47,1,1,1,NA,0,0,2010,0,1,0,0
Michal Bagin,ĽSNS,ĽSNS,27,57,30,1,1,1,NA,0,0,2010,0,1,0,0
Miroslav Strmeň,ĽSNS,ĽSNS,33,49,16,1,1,1,NA,0,0,2010,0,1,0,0
Marian Kotleba,ĽSNS,ĽSNS,1,1,0,1,1,1,NA,1,0,2010,0,1,0,0
Marcel Urban,ĽSNS,ĽSNS,2,14,12,1,1,1,NA,0,0,2010,0,1,0,0
Rastislav Schlosár,ĽSNS,ĽSNS,5,4,-1,1,1,1,NA,1,0,2010,0,1,0,0
Peter Peuker,ĽSNS,ĽSNS,9,47,38,1,1,1,NA,0,0,2010,0,1,0,0
Jakub Škrabák,ĽSNS,ĽSNS,11,19,8,1,1,1,NA,0,0,2010,0,1,0,0
Karol Robert Thoma,ĽSNS,ĽSNS,13,70,57,1,1,1,NA,0,0,2010,0,1,0,0
Peter Podhorský,ĽSNS,ĽSNS,22,69,47,1,1,1,NA,0,0,2010,0,1,0,0
Marek Kotleba,ĽSNS,ĽSNS,44,22,-22,1,1,1,NA,1,0,2010,0,1,0,0
Béla Bugár,MOST-HÍD,MOST-HÍD,1,1,0,0,1,0,NA,1,0,2010,0,0,1,0
Zsolt Simon,MOST-HÍD,MOST-HÍD,2,2,0,0,1,0,NA,1,0,2010,0,0,1,0
Ivan Švejna,MOST-HÍD,MOST-HÍD,3,7,4,0,1,0,NA,0,0,2010,0,0,1,0
Tibor Bastrnák,MOST-HÍD,MOST-HÍD,4,6,2,0,1,0,NA,0,0,2010,0,0,1,0
Gábor Gál,MOST-HÍD,MOST-HÍD,5,5,0,0,1,0,NA,1,0,2010,0,0,1,0
László Sólymos,MOST-HÍD,MOST-HÍD,6,3,-3,0,1,0,NA,1,0,2010,0,0,1,0
Rudolf Chmel,MOST-HÍD,MOST-HÍD,7,4,-3,0,1,0,NA,1,0,2010,0,0,1,0
László A. Nagy,MOST-HÍD,MOST-HÍD,8,12,4,0,1,0,NA,0,0,2010,0,0,1,0
Elemér Jakab,MOST-HÍD,MOST-HÍD,9,8,-1,0,1,0,NA,1,0,2010,0,0,1,0
Igor Sidor,MOST-HÍD,MOST-HÍD,11,20,9,0,1,0,NA,0,0,2010,0,0,1,0
Edita Pfundtner,MOST-HÍD,MOST-HÍD,12,15,3,0,1,0,NA,0,0,2010,0,0,1,0
Peter Zajac,MOST-HÍD,OĽaNO,13,146,133,0,0,1,NA,0,0,2010,0,0,1,0
Árpád Érsek,MOST-HÍD,MOST-HÍD,14,11,-3,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Hunyák,MOST-HÍD,MOST-HÍD,15,25,10,0,1,0,NA,0,0,2010,0,0,1,0
František Juhos,MOST-HÍD,MOST-HÍD,16,16,0,0,1,0,NA,1,0,2010,0,0,1,0
Zoltán Fekete,MOST-HÍD,MOST-HÍD,17,26,9,0,1,0,NA,0,0,2010,0,0,1,0
Lajos Csóka,MOST-HÍD,MOST-HÍD,19,42,23,0,1,0,NA,0,0,2010,0,0,1,0
Miroslav Gašpar,MOST-HÍD,MOST-HÍD,20,47,27,0,1,0,NA,0,0,2010,0,0,1,0
Dušan Hégli,MOST-HÍD,MOST-HÍD,21,21,0,0,1,0,NA,1,0,2010,0,0,1,0
Alžbeta Ožvaldová,MOST-HÍD,MOST-HÍD,22,17,-5,0,1,0,NA,1,0,2010,0,0,1,0
Ferenc Bergendi,MOST-HÍD,MOST-HÍD,24,38,14,0,1,0,NA,0,0,2010,0,0,1,0
Bertalan Bóna,MOST-HÍD,MOST-HÍD,25,23,-2,0,1,0,NA,1,0,2010,0,0,1,0
Ondrej Balco,MOST-HÍD,MOST-HÍD,26,30,4,0,1,0,NA,0,0,2010,0,0,1,0
Beáta Áčová,MOST-HÍD,MOST-HÍD,32,34,2,0,1,0,NA,0,0,2010,0,0,1,0
Zoltán Antal,MOST-HÍD,MOST-HÍD,35,94,59,0,1,0,NA,0,0,2010,0,0,1,0
Michal Varga,MOST-HÍD,MOST-HÍD,36,62,26,0,1,0,NA,0,0,2010,0,0,1,0
Peter Osuský,MOST-HÍD,SaS,43,15,-28,0,0,0,NA,1,0,2010,0,0,1,0
Renáta Lenártová,MOST-HÍD,MOST-HÍD,46,19,-27,0,1,0,NA,1,0,2010,0,0,1,0
Zuzana Csadyová,MOST-HÍD,MOST-HÍD,48,40,-8,0,1,0,NA,1,0,2010,0,0,1,0
Gabriella Nagy,MOST-HÍD,MOST-HÍD,51,57,6,0,1,0,NA,0,0,2010,0,0,1,0
František Mészáros,MOST-HÍD,MOST-HÍD,52,122,70,0,1,0,NA,0,0,2010,0,0,1,0
Zuzana Dzivjáková,MOST-HÍD,OĽaNO,53,143,90,0,0,1,NA,0,0,2010,0,0,1,0
Lajos Berner,MOST-HÍD,MOST-HÍD,54,35,-19,0,1,0,NA,1,0,2010,0,0,1,0
Attila Baki,MOST-HÍD,MOST-HÍD,55,33,-22,0,1,0,NA,1,0,2010,0,0,1,0
Andrea Vitkóová,MOST-HÍD,MOST-HÍD,57,76,19,0,1,0,NA,0,0,2010,0,0,1,0
Peter Tatár,MOST-HÍD,MOST-HÍD,60,111,51,0,1,0,NA,0,0,2010,0,0,1,0
Marián Beták,MOST-HÍD,OĽaNO,63,72,9,0,0,1,NA,0,0,2010,0,0,1,0
Ladislav Estefán,MOST-HÍD,MOST-HÍD,65,99,34,0,1,0,NA,0,0,2010,0,0,1,0
Štefan Čermák,MOST-HÍD,MOST-HÍD,69,92,23,0,1,0,NA,0,0,2010,0,0,1,0
Vladimír Vágási,MOST-HÍD,MOST-HÍD,72,44,-28,0,1,0,NA,1,0,2010,0,0,1,0
Peter Frasch,MOST-HÍD,OĽaNO,73,83,10,0,0,1,NA,0,0,2010,0,0,1,0
Zoltán Marczell,MOST-HÍD,MOST-HÍD,74,53,-21,0,1,0,NA,1,0,2010,0,0,1,0
Ján Marosz,MOST-HÍD,MOST-HÍD,80,98,18,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Jobbágy,MOST-HÍD,MOST-HÍD,81,82,1,0,1,0,NA,0,0,2010,0,0,1,0
Július Kamanca,MOST-HÍD,MOST-HÍD,82,90,8,0,1,0,NA,0,0,2010,0,0,1,0
Peter Jeseňák,MOST-HÍD,OĽaNO,83,139,56,0,0,1,NA,0,0,2010,0,0,1,0
Ladislav Lang,MOST-HÍD,MOST-HÍD,85,125,40,0,1,0,NA,0,0,2010,0,0,1,0
Peter Matta,MOST-HÍD,MOST-HÍD,86,102,16,0,1,0,NA,0,0,2010,0,0,1,0
Svetozár Gavora,MOST-HÍD,OĽaNO,93,140,47,0,0,1,NA,0,0,2010,0,0,1,0
Tibor Pipas,MOST-HÍD,MOST-HÍD,95,49,-46,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Jászai,MOST-HÍD,MOST-HÍD,96,79,-17,0,1,0,NA,1,0,2010,0,0,1,0
Zoltán Hampachel,MOST-HÍD,MOST-HÍD,97,95,-2,0,1,0,NA,1,0,2010,0,0,1,0
Elena Fialková,MOST-HÍD,MOST-HÍD,116,39,-77,0,1,0,NA,1,0,2010,0,0,1,0
Rastislav Žitný,MOST-HÍD,MOST-HÍD,117,83,-34,0,1,0,NA,1,0,2010,0,0,1,0
Monika Šeďová,MOST-HÍD,MOST-HÍD,127,105,-22,0,1,0,NA,1,0,2010,0,0,1,0
Attila Tuloki,MOST-HÍD,MOST-HÍD,128,108,-20,0,1,0,NA,1,0,2010,0,0,1,0
Viliam Mokráň,MOST-HÍD,SSS-NM,129,22,-107,0,0,0,NA,1,0,2010,0,0,1,0
Attila Horváth,MOST-HÍD,MOST-HÍD,140,68,-72,0,1,0,NA,1,0,2010,0,0,1,0
Anna Bartalová,MOST-HÍD,MOST-HÍD,141,139,-2,0,1,0,NA,1,0,2010,0,0,1,0
Péter Vörös,MOST-HÍD,MOST-HÍD,10,9,-1,0,1,0,NA,1,0,2010,0,0,1,0
Andrej Džugan,MOST-HÍD,MOST-HÍD,18,60,42,0,1,0,NA,0,0,2010,0,0,1,0
Ondrej Dostál,MOST-HÍD,OĽaNO,23,145,122,0,0,1,NA,0,0,2010,0,0,1,0
Éva Hortai,MOST-HÍD,MOST-HÍD,27,24,-3,0,1,0,NA,1,0,2010,0,0,1,0
József Nagy,MOST-HÍD,MOST-HÍD,29,14,-15,0,1,0,NA,1,0,2010,0,0,1,0
Stanislav Vospálek,MOST-HÍD,MOST-HÍD,30,67,37,0,1,0,NA,0,0,2010,0,0,1,0
František Šebej,MOST-HÍD,MOST-HÍD,33,13,-20,0,1,0,NA,1,0,2010,0,0,1,0
Peter Pollák,MOST-HÍD,OĽaNO,40,8,-32,0,0,1,NA,1,0,2010,0,0,1,0
Silvia Vargová,MOST-HÍD,MOST-HÍD,45,31,-14,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Letko,MOST-HÍD,MOST-HÍD,56,37,-19,0,1,0,NA,1,0,2010,0,0,1,0
Marián Tóth,MOST-HÍD,MOST-HÍD,102,58,-44,0,1,0,NA,1,0,2010,0,0,1,0
Matúš Bischof,MOST-HÍD,OĽaNO,103,57,-46,0,0,1,NA,1,0,2010,0,0,1,0
Jozef Gregorovič,MOST-HÍD,MOST-HÍD,109,101,-8,0,1,0,NA,1,0,2010,0,0,1,0
Tünde Némethová,MOST-HÍD,MOST-HÍD,132,146,14,0,1,0,NA,0,0,2010,0,0,1,0
Tomáš Trojan,ND,NaS-ns,148,57,-91,1,0,1,NA,1,1,2010,0,1,0,0
Richard Sulík,SaS,SaS,1,1,0,0,1,0,NA,1,0,2010,0,0,1,0
Jana Kiššová,SaS,SaS,4,6,2,0,1,0,NA,0,0,2010,0,0,1,0
Daniel Krajcer,SaS,SaS,5,2,-3,0,1,0,NA,1,0,2010,0,0,1,0
Stanislav Fořt,SaS,SaS,7,20,13,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Kollár,SaS,SaS,8,7,-1,0,1,0,NA,1,0,2010,0,0,1,0
Ľubomír Galko,SaS,SaS,9,4,-5,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Hladký,SaS,SaS,10,18,8,0,1,0,NA,0,0,2010,0,0,1,0
Martin Poliačik,SaS,SaS,11,9,-2,0,1,0,NA,1,0,2010,0,0,1,0
Lucia Nicholsonová,SaS,SaS,12,11,-1,0,1,0,NA,1,0,2010,0,0,1,0
Natália Blahová,SaS,SaS,14,8,-6,0,1,0,NA,1,0,2010,0,0,1,0
Peter Kalist,SaS,SaS,16,14,-2,0,1,0,NA,1,0,2010,0,0,1,0
Štefan Tomčo,SaS,SaS,20,150,130,0,1,0,NA,0,0,2010,0,0,1,0
Zuzana Aštaryová,SaS,SaS,21,32,11,0,1,0,NA,0,0,2010,0,0,1,0
Jaroslav Suja,SaS,SaS,22,19,-3,0,1,0,NA,1,0,2010,0,0,1,0
Milan Laurenčík,SaS,SaS,24,25,1,0,1,0,NA,0,0,2010,0,0,1,0
Stanislav Thomka,SaS,SaS,29,57,28,0,1,0,NA,0,0,2010,0,0,1,0
Ivan Holko,SaS,SaS,31,26,-5,0,1,0,NA,1,0,2010,0,0,1,0
Alojz Baránik,SaS,SaS,32,31,-1,0,1,0,NA,1,0,2010,0,0,1,0
Renáta Kaščáková,SaS,SaS,33,64,31,0,1,0,NA,0,0,2010,0,0,1,0
Milan Piršč,SaS,SaS,34,34,0,0,1,0,NA,1,0,2010,0,0,1,0
Anna Zemanová,SaS,SaS,35,49,14,0,1,0,NA,0,0,2010,0,0,1,0
Peter Bódy,SaS,SaS,37,93,56,0,1,0,NA,0,0,2010,0,0,1,0
Marcel Vrchota,SaS,SaS,38,58,20,0,1,0,NA,0,0,2010,0,0,1,0
Branislav Švec,SaS,SaS,41,40,-1,0,1,0,NA,1,0,2010,0,0,1,0
Peter Jurčo,SaS,SaS,43,41,-2,0,1,0,NA,1,0,2010,0,0,1,0
Vladimír Sloboda,SaS,SaS,44,42,-2,0,1,0,NA,1,0,2010,0,0,1,0
